,dp_id,MJD
997,ADP.2017-01-16T01:15:41.563,57768.12239016
998,ADP.2017-01-16T01:15:41.583,57768.08718381
999,ADP.2017-01-16T01:15:41.593,57768.08788802
1000,ADP.2017-01-16T01:15:41.631,57768.12873021
1001,ADP.2017-01-16T01:15:41.667,57768.0949288
1002,ADP.2017-04-07T01:04:41.604,57849.02624804
1003,ADP.2017-04-07T01:04:41.630,57849.01563424
1004,ADP.2017-09-12T01:12:44.730,58007.30154115
1005,ADP.2017-09-12T01:12:44.752,58007.32885567
1006,ADP.2017-09-12T01:12:44.882,58007.36850815
1007,ADP.2017-10-10T01:14:12.965,58035.25062733
1008,ADP.2017-01-18T01:04:21.127,57770.09649868
1009,ADP.2017-01-18T01:04:21.147,57770.10564363
1010,ADP.2017-01-18T01:04:21.183,57770.07960713
1011,ADP.2017-01-18T01:04:21.207,57770.0734348
1012,ADP.2017-01-18T01:04:21.213,57770.08313035
1013,ADP.2017-01-19T01:07:53.577,57771.17397669
1014,ADP.2017-01-20T01:05:24.959,57772.12178924
1015,ADP.2017-01-20T01:05:24.967,57772.13303027
1016,ADP.2017-01-20T01:05:24.971,57772.14358504
1017,ADP.2017-01-20T01:05:25.089,57772.11476176
1018,ADP.2017-01-21T01:04:50.149,57773.15522996
1019,ADP.2017-01-21T01:04:50.157,57773.15604575
1020,ADP.2017-01-16T01:15:41.343,57768.24080379
1021,ADP.2017-01-16T01:15:41.419,57768.24817167
1022,ADP.2017-01-16T01:15:41.467,57768.11464216
1023,ADP.2017-01-16T01:15:41.473,57768.1871478
1024,ADP.2017-01-16T01:15:41.479,57768.03698938
1025,ADP.2017-01-16T01:15:41.481,57768.18785247
1026,ADP.2017-04-07T01:04:41.506,57848.97599728
1027,ADP.2017-04-07T01:04:41.556,57848.98834219
1028,ADP.2017-04-07T01:04:41.580,57848.99289128
1029,ADP.2017-04-07T01:04:41.588,57849.02321488
1030,ADP.2017-04-07T01:04:41.600,57849.01108548
1031,ADP.2017-04-07T01:04:41.618,57849.00198948
1032,ADP.2017-09-12T01:12:44.724,58007.30066124
1033,ADP.2017-09-12T01:12:44.820,58007.31211965
1034,ADP.2017-09-12T01:12:44.896,58007.37026751
1035,ADP.2017-09-12T01:12:44.942,58007.36233951
1036,ADP.2017-10-10T01:14:13.323,58035.40847461
1037,ADP.2017-10-11T08:40:40.500,58036.23512012
1038,ADP.2017-01-19T01:07:53.835,57771.21831743
1039,ADP.2017-01-20T01:05:24.943,57772.10069986
1040,ADP.2017-01-20T01:05:24.999,57772.1463955
1041,ADP.2017-01-21T01:04:50.179,57773.15851128
1042,ADP.2017-01-21T01:04:50.183,57773.17816426
1043,ADP.2017-01-21T01:04:50.207,57773.18062123
1044,ADP.2017-01-16T01:15:41.681,57768.21742019
1045,ADP.2017-01-16T01:15:41.691,57768.13435506
1046,ADP.2017-01-16T01:15:41.693,57768.06014517
1047,ADP.2017-01-16T01:15:41.767,57768.06747115
1048,ADP.2017-01-17T01:05:28.897,57769.23914089
1049,ADP.2017-01-17T01:05:28.919,57769.22767614
1050,ADP.2017-09-12T01:12:44.788,58007.30858912
1051,ADP.2017-09-12T01:12:44.844,58007.3147581
1052,ADP.2017-09-12T01:12:44.850,58007.31563778
1053,ADP.2017-09-12T01:12:44.866,58007.36674903
1054,ADP.2017-09-12T01:12:44.912,58007.37204458
1055,ADP.2017-10-10T01:14:12.899,58035.24187811
1056,ADP.2017-01-21T01:04:50.187,57773.15031706
1057,ADP.2017-01-21T01:04:50.197,57773.16015235
1058,ADP.2017-01-21T01:04:50.227,57773.18390775
1059,ADP.2017-01-21T01:04:50.265,57773.19864587
1060,ADP.2017-01-21T01:04:50.271,57773.19946559
1061,ADP.2017-01-21T01:04:50.281,57773.20192303
1062,ADP.2017-01-16T01:15:41.491,57768.18855609
1063,ADP.2017-01-16T01:15:41.501,57768.03947551
1064,ADP.2017-01-16T01:15:41.529,57768.11957426
1065,ADP.2017-01-16T01:15:41.557,57768.19489718
1066,ADP.2017-01-16T01:15:41.565,57768.19559988
1067,ADP.2017-01-16T01:15:41.609,57768.12661724
1068,ADP.2017-09-12T01:12:44.750,58007.30419083
1069,ADP.2017-09-12T01:12:44.828,58007.31299921
1070,ADP.2017-09-12T01:12:44.858,58007.36586947
1071,ADP.2017-09-12T01:12:44.934,58007.36145983
1072,ADP.2017-09-12T01:12:44.966,58007.36498979
1073,ADP.2017-10-10T01:14:12.973,58035.25159973
1074,ADP.2017-01-21T01:04:50.211,57773.18143979
1075,ADP.2017-01-21T01:04:50.231,57773.19209885
1076,ADP.2017-01-21T01:04:50.261,57773.18882355
1077,ADP.2017-01-21T01:04:50.275,57773.20028254
1078,ADP.2017-04-07T01:04:41.490,57848.97179936
1079,ADP.2017-04-07T01:04:41.516,57848.97739342
1080,ADP.2017-04-07T01:04:41.500,57848.97460392
1081,ADP.2017-04-07T01:04:41.532,57848.98379401
1082,ADP.2017-04-07T01:04:41.540,57848.9853103
1083,ADP.2017-09-12T01:12:44.674,58007.29625116
1084,ADP.2017-09-12T01:12:44.690,58007.29714229
1085,ADP.2017-09-12T01:12:44.718,58007.32533695
1086,ADP.2017-10-11T08:40:40.570,58036.2479771
1087,ADP.2017-10-12T01:06:29.478,58037.23289897
1088,ADP.2017-10-12T01:06:29.536,58037.24624128
1089,ADP.2017-10-12T01:06:29.692,58037.40920237
1090,ADP.2017-10-13T01:10:31.834,58038.24535104
1091,ADP.2017-10-13T01:10:31.886,58038.39361697
1092,ADP.2017-01-16T01:15:41.629,57768.20124048
1093,ADP.2017-01-16T01:15:41.645,57768.13013677
1094,ADP.2017-01-16T01:15:41.655,57768.13084132
1095,ADP.2017-01-16T01:15:41.729,57768.13787794
1096,ADP.2017-01-16T01:15:41.739,57768.22359554
1097,ADP.2017-01-16T01:15:41.765,57768.14139827
1098,ADP.2017-01-17T01:05:28.929,57769.24241457
1099,ADP.2017-01-17T01:05:28.975,57769.22110332
1100,ADP.2017-01-17T01:05:28.991,57769.23586479
1101,ADP.2017-01-17T01:05:29.013,57769.23832395
1102,ADP.2017-01-17T01:05:29.015,57769.22520146
1103,ADP.2017-01-18T01:04:21.071,57770.08383247
1104,ADP.2017-01-16T01:15:41.157,57768.15688211
1105,ADP.2017-01-16T01:15:41.165,57768.15758586
1106,ADP.2017-01-16T01:15:41.179,57768.15899103
1107,ADP.2017-01-16T01:15:41.187,57768.15969326
1108,ADP.2017-01-16T01:15:41.293,57768.17025102
1109,ADP.2017-01-16T01:15:41.321,57768.17306495
1110,ADP.2017-01-16T01:15:41.331,57768.04949585
1111,ADP.2017-01-16T01:15:41.377,57768.17799613
1112,ADP.2017-01-16T01:15:41.413,57768.24735866
1113,ADP.2017-01-16T01:15:41.433,57768.18363001
1114,ADP.2017-01-16T01:15:41.435,57768.24981065
1115,ADP.2017-01-16T01:15:41.539,57768.04448771
1116,ADP.2017-10-10T01:14:13.319,58035.40742142
1117,ADP.2017-10-12T01:06:29.676,58037.40711938
1118,ADP.2017-10-12T01:06:29.716,58037.41292944
1119,ADP.2017-10-13T01:10:31.782,58038.22070636
1120,ADP.2017-10-14T01:06:15.839,58039.23892614
1121,ADP.2017-10-14T01:06:15.865,58039.24378729
1122,ADP.2017-01-16T01:15:41.781,57768.14421775
1123,ADP.2017-01-17T01:05:28.907,57769.21455157
1124,ADP.2017-01-17T01:05:28.925,57769.21619495
1125,ADP.2017-01-17T01:05:28.927,57769.22849285
1126,ADP.2017-01-17T01:05:28.941,57769.23013056
1127,ADP.2017-01-17T01:05:28.965,57769.22028267
1128,ADP.2017-01-18T01:04:21.083,57770.09227426
1129,ADP.2017-01-18T01:04:21.117,57770.10142176
1130,ADP.2017-01-18T01:04:21.201,57770.06277495
1131,ADP.2017-01-19T01:07:53.603,57771.17725199
1132,ADP.2017-01-19T01:07:53.631,57771.1805413
1133,ADP.2017-01-19T01:07:53.663,57771.18464975
1134,ADP.2017-01-16T01:15:41.569,57768.08647706
1135,ADP.2017-01-16T01:15:41.603,57768.1991267
1136,ADP.2017-01-16T01:15:41.641,57768.0921136
1137,ADP.2017-01-16T01:15:41.659,57768.09422622
1138,ADP.2017-01-16T01:15:41.675,57768.13294954
1139,ADP.2017-01-16T01:15:41.723,57768.13717153
1140,ADP.2017-01-19T01:07:53.807,57771.21422067
1141,ADP.2017-01-19T01:07:53.827,57771.17233933
1142,ADP.2017-01-20T01:05:24.911,57772.12740901
1143,ADP.2017-01-20T01:05:24.929,57772.14006736
1144,ADP.2017-01-20T01:05:24.949,57772.14148156
1145,ADP.2017-01-20T01:05:24.983,57772.10492105
1146,ADP.2017-01-17T01:05:28.979,57769.24733544
1147,ADP.2017-01-17T01:05:28.985,57769.23504182
1148,ADP.2017-01-17T01:05:28.995,57769.24897211
1149,ADP.2017-01-18T01:04:21.075,57770.09157052
1150,ADP.2017-01-18T01:04:21.077,57770.09790258
1151,ADP.2017-01-18T01:04:21.119,57770.08805667
1152,ADP.2017-04-07T01:04:41.578,57849.02169939
1153,ADP.2017-04-07T01:04:41.628,57849.03079598
1154,ADP.2017-09-12T01:12:44.696,58007.32268657
1155,ADP.2017-09-12T01:12:44.704,58007.32356613
1156,ADP.2017-09-12T01:12:44.774,58007.30683012
1157,ADP.2017-09-12T01:12:44.804,58007.31034837
1158,ADP.2017-01-16T01:15:41.725,57768.22164612
1159,ADP.2017-01-16T01:15:41.731,57768.22234859
1160,ADP.2017-01-16T01:15:41.733,57768.06394989
1161,ADP.2017-01-17T01:05:28.945,57769.24405505
1162,ADP.2017-01-17T01:05:28.969,57769.24651757
1163,ADP.2017-01-17T01:05:28.989,57769.22274091
1164,ADP.2017-01-20T01:05:24.985,57772.13443637
1165,ADP.2017-01-20T01:05:24.991,57772.14569245
1166,ADP.2017-01-20T01:05:25.073,57772.15272387
1167,ADP.2017-01-20T01:05:25.083,57772.11405987
1168,ADP.2017-01-21T01:04:50.171,57773.15768276
1169,ADP.2017-01-21T01:04:50.189,57773.15933216
1170,ADP.2017-01-18T01:04:21.161,57770.07670685
1171,ADP.2017-01-18T01:04:21.185,57770.05867611
1172,ADP.2017-01-18T01:04:21.193,57770.0619594
1173,ADP.2017-01-18T01:04:21.205,57770.08172113
1174,ADP.2017-01-18T01:04:21.217,57770.07588852
1175,ADP.2017-01-19T01:07:53.679,57771.1862885
1176,ADP.2017-10-10T01:14:13.469,58035.40425411
1177,ADP.2017-10-11T08:40:40.502,58036.23642633
1178,ADP.2017-10-11T08:40:40.544,58036.24296952
1179,ADP.2017-10-11T08:40:40.586,58036.25267621
1180,ADP.2017-10-11T08:40:40.754,58036.40253518
1181,ADP.2017-10-11T08:40:40.762,58036.22366056
1182,ADP.2017-04-07T01:04:41.622,57849.01411807
1183,ADP.2017-04-07T01:04:41.640,57849.01866739
1184,ADP.2017-09-12T01:12:44.646,58007.31739715
1185,ADP.2017-09-12T01:12:44.728,58007.32621674
1186,ADP.2017-09-12T01:12:44.836,58007.31387923
1187,ADP.2017-10-10T01:14:12.907,58035.24284969
1188,ADP.2017-01-18T01:04:21.109,57770.10071524
1189,ADP.2017-01-18T01:04:21.131,57770.10282878
1190,ADP.2017-01-18T01:04:21.169,57770.06769004
1191,ADP.2017-01-18T01:04:21.189,57770.06032007
1192,ADP.2017-01-18T01:04:21.191,57770.08030994
1193,ADP.2017-01-19T01:07:53.583,57771.17479595
1194,ADP.2017-10-10T01:14:12.909,58035.24382197
1195,ADP.2017-10-10T01:14:13.329,58035.40953925
1196,ADP.2017-10-11T08:40:40.780,58036.22951795
1197,ADP.2017-10-12T01:06:29.592,58037.38752544
1198,ADP.2017-10-12T01:06:29.608,58037.39179421
1199,ADP.2017-10-12T01:06:29.634,58037.39758215
1200,ADP.2017-01-19T01:07:53.693,57771.18873957
1201,ADP.2017-01-19T01:07:53.775,57771.19777516
1202,ADP.2017-01-19T01:07:53.795,57771.21256617
1203,ADP.2017-01-20T01:05:24.933,57772.099996
1204,ADP.2017-01-20T01:05:24.939,57772.14077076
1205,ADP.2017-01-20T01:05:24.955,57772.1021092
1206,ADP.2017-01-21T01:04:50.219,57773.19128075
1207,ADP.2017-01-21T01:04:50.237,57773.19291973
1208,ADP.2017-01-21T01:04:50.239,57773.1855435
1209,ADP.2017-01-21T01:04:50.269,57773.19701093
1210,ADP.2017-01-21T01:04:50.285,57773.20519775
1211,ADP.2017-04-07T01:04:41.576,57849.00653708
1212,ADP.2017-01-20T01:05:25.015,57772.14780426
1213,ADP.2017-01-20T01:05:25.023,57772.14850835
1214,ADP.2017-01-20T01:05:25.109,57772.1555297
1215,ADP.2017-01-21T01:04:50.175,57773.14868132
1216,ADP.2017-01-21T01:04:50.177,57773.16752395
1217,ADP.2017-01-21T01:04:50.255,57773.19537496
1218,ADP.2017-10-12T01:06:29.648,58037.4013091
1219,ADP.2017-10-12T01:06:29.654,58037.40232895
1220,ADP.2017-10-13T01:10:31.810,58038.22201476
1221,ADP.2017-10-13T01:10:31.822,58038.22834035
1222,ADP.2017-10-13T01:10:31.916,58038.37429656
1223,ADP.2017-10-13T01:10:31.926,58038.37825361
1224,ADP.2017-10-11T08:40:40.526,58036.23904187
1225,ADP.2017-10-11T08:40:40.792,58036.2338109
1226,ADP.2017-10-12T01:06:29.500,58037.23900719
1227,ADP.2017-10-12T01:06:29.620,58037.39549789
1228,ADP.2017-10-12T01:06:29.642,58037.39942404
1229,ADP.2017-10-13T01:10:31.900,58038.39757219
1230,ADP.2017-09-12T01:12:44.812,58007.3112395
1231,ADP.2017-09-12T01:12:44.926,58007.36058027
1232,ADP.2017-10-10T01:14:12.925,58035.2457663
1233,ADP.2017-10-12T01:06:29.700,58037.41104437
1234,ADP.2017-10-13T01:10:31.930,58038.38300063
1235,ADP.2017-10-14T01:06:15.787,58039.22375285
1236,ADP.2017-09-12T01:12:44.886,58007.35618188
1237,ADP.2017-10-11T08:40:40.772,58036.40626756
1238,ADP.2017-10-11T08:40:40.790,58036.41019962
1239,ADP.2017-10-12T01:06:29.470,58037.23157841
1240,ADP.2017-10-12T01:06:29.550,58037.24977366
1241,ADP.2017-10-13T01:10:31.818,58038.22582435
1242,ADP.2017-01-19T01:07:53.713,57771.19120904
1243,ADP.2017-01-19T01:07:53.729,57771.19284929
1244,ADP.2017-01-19T01:07:53.791,57771.19942722
1245,ADP.2017-01-19T01:07:53.815,57771.17069803
1246,ADP.2017-01-19T01:07:53.885,57771.22572711
1247,ADP.2017-01-20T01:05:24.935,57772.12951479
1248,ADP.2017-01-21T01:04:50.273,57773.19782834
1249,ADP.2017-04-07T01:04:41.494,57848.97320384
1250,ADP.2017-04-07T01:04:41.596,57849.02473129
1251,ADP.2017-04-07T01:04:41.598,57848.99592351
1252,ADP.2017-04-07T01:04:41.610,57849.02776352
1253,ADP.2017-04-07T01:04:41.626,57849.00047157
1254,ADP.2017-01-20T01:05:24.951,57772.12108295
1255,ADP.2017-01-20T01:05:24.953,57772.1316244
1256,ADP.2017-01-20T01:05:24.969,57772.10351564
1257,ADP.2017-01-20T01:05:25.051,57772.11124629
1258,ADP.2017-01-21T01:04:50.173,57773.17734673
1259,ADP.2017-01-21T01:04:50.193,57773.16915957
1260,ADP.2017-09-12T01:12:44.936,58007.37468963
1261,ADP.2017-09-12T01:12:44.950,58007.36321873
1262,ADP.2017-10-10T01:14:12.917,58035.24479424
1263,ADP.2017-10-10T01:14:13.311,58035.40531529
1264,ADP.2017-10-10T01:14:13.467,58035.403197
1265,ADP.2017-10-11T08:40:40.562,58036.24562766
1266,ADP.2017-10-13T01:10:31.944,58038.38882191
1267,ADP.2017-10-13T01:10:31.946,58038.38988528
1268,ADP.2017-10-14T01:06:15.799,58039.22883345
1269,ADP.2017-10-14T01:06:15.813,58039.23390353
1270,ADP.2017-10-14T01:06:15.853,58039.2413566
1271,ADP.2017-10-14T01:06:16.061,58039.39539629
1272,ADP.2017-09-12T01:12:44.634,58007.3165177
1273,ADP.2017-09-12T01:12:44.734,58007.30242025
1274,ADP.2017-09-12T01:12:44.758,58007.30507099
1275,ADP.2017-09-12T01:12:44.766,58007.30595055
1276,ADP.2017-09-12T01:12:44.768,58007.33061503
1277,ADP.2017-09-12T01:12:44.782,58007.30770979
1278,ADP.2017-01-21T01:04:50.195,57773.15113482
1279,ADP.2017-01-21T01:04:50.201,57773.1699786
1280,ADP.2017-01-21T01:04:50.217,57773.18225859
1281,ADP.2017-04-07T01:04:41.592,57849.00956919
1282,ADP.2017-04-07T01:04:41.636,57849.01715041
1283,ADP.2017-09-12T01:12:44.672,58007.32004753
1284,ADP.2017-10-10T01:14:12.933,58035.24674286
1285,ADP.2017-10-10T01:14:12.949,58035.24868313
1286,ADP.2017-10-10T01:14:12.957,58035.2496554
1287,ADP.2017-10-11T08:40:40.510,58036.23773392
1288,ADP.2017-10-11T08:40:40.764,58036.40437799
1289,ADP.2017-10-11T08:40:40.778,58036.40728267
1290,ADP.2017-10-13T01:10:31.912,58038.37247435
1291,ADP.2017-10-13T01:10:31.914,58038.40346337
1292,ADP.2017-10-13T01:10:31.928,58038.3819831
1293,ADP.2017-12-07T01:14:32.836,58093.29369788
1294,ADP.2017-12-07T01:14:32.868,58093.29842708
1295,ADP.2017-12-07T01:14:32.882,58093.30079978
1296,ADP.2017-10-14T01:06:16.063,58039.38577805
1297,ADP.2017-10-14T01:06:16.065,58039.39723713
1298,ADP.2017-10-14T01:06:16.067,58039.38678539
1299,ADP.2017-12-07T01:14:33.032,58093.32251778
1300,ADP.2017-12-07T01:14:33.060,58093.07322925
1301,ADP.2017-12-07T01:14:33.074,58093.32872704
1302,ADP.2017-12-07T01:14:32.910,58093.30435403
1303,ADP.2017-12-07T01:14:32.956,58093.23067871
1304,ADP.2017-12-07T01:14:32.966,58093.31275531
1305,ADP.2017-12-07T01:14:32.974,58093.3139585
1306,ADP.2017-12-07T01:14:32.980,58093.23407497
1307,ADP.2017-12-07T01:14:33.024,58093.23969762
1308,ADP.2017-09-12T01:12:44.652,58007.31828817
1309,ADP.2017-09-12T01:12:44.796,58007.3094688
1310,ADP.2017-09-12T01:12:44.872,58007.35442205
1311,ADP.2017-10-10T01:14:12.941,58035.24771074
1312,ADP.2017-10-11T08:40:40.574,58036.25032677
1313,ADP.2017-10-11T08:40:40.770,58036.22658815
1314,ADP.2017-10-12T01:06:29.482,58037.23530432
1315,ADP.2017-10-12T01:06:29.492,58037.23776163
1316,ADP.2017-10-12T01:06:29.662,58037.40339233
1317,ADP.2017-10-13T01:10:31.760,58038.23093078
1318,ADP.2017-10-13T01:10:31.792,58038.23824832
1319,ADP.2017-10-13T01:10:31.830,58038.24288666
1320,ADP.2017-12-07T01:14:33.030,58093.24082418
1321,ADP.2017-12-07T01:14:33.046,58093.24307686
1322,ADP.2017-12-07T01:14:33.062,58093.24535407
1323,ADP.2017-12-07T01:14:33.094,58093.24988511
1324,ADP.2017-12-07T01:14:33.130,58093.33755786
1325,ADP.2017-12-07T01:14:33.132,58093.25556899
1326,ADP.2017-12-07T01:14:33.086,58093.24875149
1327,ADP.2017-12-07T01:14:33.114,58093.33503122
1328,ADP.2017-12-07T01:14:33.154,58093.34142429
1329,ADP.2017-12-07T01:14:33.186,58093.34658581
1330,ADP.2017-12-07T01:14:33.250,58093.35714797
1331,ADP.2017-12-07T01:14:33.262,58093.19336029
1332,ADP.2017-10-12T01:06:29.542,58037.24750536
1333,ADP.2017-10-13T01:10:31.908,58038.36965532
1334,ADP.2017-10-13T01:10:31.936,58038.38009549
1335,ADP.2017-10-14T01:06:16.047,58039.38987446
1336,ADP.2017-10-14T01:06:16.071,58039.3877998
1337,ADP.2017-11-08T01:17:03.855,58064.21723959
1338,ADP.2017-09-12T01:12:44.688,58007.32180677
1339,ADP.2017-09-12T01:12:44.738,58007.327097
1340,ADP.2017-09-12T01:12:44.742,58007.30330039
1341,ADP.2017-09-12T01:12:44.874,58007.36762894
1342,ADP.2017-10-11T08:40:40.538,58036.24165892
1343,ADP.2017-10-11T08:40:40.746,58036.4014725
1344,ADP.2017-12-07T01:14:33.268,58093.27505586
1345,ADP.2017-12-07T01:14:33.314,58093.28201493
1346,ADP.2017-12-07T01:14:33.316,58093.36803447
1347,ADP.2017-12-07T01:14:33.326,58093.20242006
1348,ADP.2017-12-07T01:14:33.330,58093.28433103
1349,ADP.2017-12-07T01:14:33.352,58093.28784269
1350,ADP.2017-10-14T01:06:16.075,58039.39907682
1351,ADP.2017-12-07T01:14:32.822,58093.21149974
1352,ADP.2017-12-07T01:14:32.848,58093.21491011
1353,ADP.2017-12-07T01:14:32.852,58093.29605391
1354,ADP.2017-12-07T01:14:33.014,58093.23857279
1355,ADP.2017-12-07T01:14:33.050,58093.32498528
1356,ADP.2017-10-10T01:14:12.983,58035.25257177
1357,ADP.2017-10-10T01:14:13.313,58035.40636859
1358,ADP.2017-10-11T08:40:40.518,58036.2403497
1359,ADP.2017-10-11T08:40:40.554,58036.24427342
1360,ADP.2017-10-11T08:40:40.758,58036.22073169
1361,ADP.2017-10-12T01:06:29.614,58037.3936251
1362,ADP.2017-10-11T08:40:40.788,58036.23250446
1363,ADP.2017-10-12T01:06:29.600,58037.38935449
1364,ADP.2017-10-13T01:10:31.786,58038.2357263
1365,ADP.2017-10-13T01:10:31.788,58038.23695843
1366,ADP.2017-10-13T01:10:31.814,58038.22336194
1367,ADP.2017-10-13T01:10:31.896,58038.39571896
1368,ADP.2017-10-12T01:06:29.720,58037.41396075
1369,ADP.2017-10-13T01:10:31.798,58038.24054683
1370,ADP.2017-10-13T01:10:31.824,58038.22960929
1371,ADP.2017-10-13T01:10:31.938,58038.38591688
1372,ADP.2017-12-07T01:14:32.922,58093.22618031
1373,ADP.2017-12-07T01:14:32.972,58093.23293566
1374,ADP.2017-12-07T01:14:33.238,58093.18990952
1375,ADP.2017-12-08T01:10:27.610,58094.21131327
1376,ADP.2017-12-08T01:10:27.616,58094.215082
1377,ADP.2017-12-08T01:10:27.732,58094.23500177
1378,ADP.2017-12-09T01:12:41.839,58095.22761784
1379,ADP.2017-12-09T01:12:42.043,58095.31565414
1380,ADP.2017-10-12T01:06:29.626,58037.3965189
1381,ADP.2017-10-12T01:06:29.670,58037.40523421
1382,ADP.2017-10-12T01:06:29.684,58037.40813946
1383,ADP.2017-10-13T01:10:31.836,58038.24409969
1384,ADP.2017-10-13T01:10:31.888,58038.39464423
1385,ADP.2017-10-13T01:10:31.934,58038.3840684
1386,ADP.2017-10-13T01:10:31.898,58038.36698491
1387,ADP.2017-10-13T01:10:31.920,58038.37617432
1388,ADP.2017-10-13T01:10:31.940,58038.38780218
1389,ADP.2017-10-14T01:06:15.805,58039.23136832
1390,ADP.2017-10-14T01:06:15.833,58039.23771103
1391,ADP.2017-12-07T01:14:32.814,58093.21036646
1392,ADP.2017-12-07T01:14:33.116,58093.2532853
1393,ADP.2017-12-07T01:14:33.140,58093.25670933
1394,ADP.2017-12-07T01:14:33.162,58093.3427136
1395,ADP.2017-12-07T01:14:33.178,58093.34529488
1396,ADP.2017-12-07T01:14:33.274,58093.36121429
1397,ADP.2017-12-07T01:14:33.298,58093.2797038
1398,ADP.2017-10-14T01:06:15.819,58039.23649256
1399,ADP.2017-10-14T01:06:16.057,58039.39355591
1400,ADP.2017-12-07T01:14:32.858,58093.29723928
1401,ADP.2017-12-07T01:14:32.930,58093.22730549
1402,ADP.2017-12-07T01:14:32.936,58093.30794359
1403,ADP.2017-12-07T01:14:32.960,58093.31155328
1404,ADP.2017-10-11T08:40:40.786,58036.40835079
1405,ADP.2017-10-12T01:06:29.504,58037.24030564
1406,ADP.2017-10-12T01:06:29.512,58037.2426413
1407,ADP.2017-10-12T01:06:29.520,58037.24502917
1408,ADP.2017-10-13T01:10:31.762,58038.23330128
1409,ADP.2017-10-13T01:10:31.902,58038.39948456
1410,ADP.2017-12-08T01:10:27.540,58094.20596436
1411,ADP.2017-12-08T01:10:27.582,58094.19601022
1412,ADP.2017-12-08T01:10:27.584,58094.19686455
1413,ADP.2017-12-08T01:10:27.632,58094.20169885
1414,ADP.2017-12-08T01:10:27.648,58094.20255248
1415,ADP.2017-12-09T01:12:41.789,58095.21737641
1416,ADP.2017-12-07T01:14:33.302,58093.199023
1417,ADP.2017-12-07T01:14:33.358,58093.20696591
1418,ADP.2017-12-08T01:10:27.578,58094.19515635
1419,ADP.2017-12-08T01:10:27.608,58094.2105483
1420,ADP.2017-12-08T01:10:27.666,58094.20511165
1421,ADP.2017-12-08T01:10:27.700,58094.23159267
1422,ADP.2017-12-07T01:14:32.998,58093.31758626
1423,ADP.2017-12-07T01:14:33.006,58093.31881885
1424,ADP.2017-12-07T01:14:33.070,58093.24648643
1425,ADP.2017-12-07T01:14:33.138,58093.33884497
1426,ADP.2017-12-07T01:14:33.148,58093.25784945
1427,ADP.2017-12-07T01:14:33.170,58093.34400522
1428,ADP.2017-10-14T01:06:16.085,58039.40646091
1429,ADP.2017-12-07T01:14:32.952,58093.3103531
1430,ADP.2017-12-07T01:14:33.008,58093.2374483
1431,ADP.2017-12-07T01:14:33.022,58093.32128253
1432,ADP.2017-12-07T01:14:33.058,58093.32621764
1433,ADP.2017-12-07T01:14:33.098,58093.33250909
1434,ADP.2017-12-07T01:14:32.844,58093.29486959
1435,ADP.2017-12-07T01:14:32.860,58093.21603552
1436,ADP.2017-12-07T01:14:32.884,58093.2205345
1437,ADP.2017-12-07T01:14:32.890,58093.22166188
1438,ADP.2017-12-07T01:14:32.906,58093.22392741
1439,ADP.2017-12-07T01:14:32.920,58093.30554183
1440,ADP.2017-12-09T01:12:42.073,58095.32196098
1441,ADP.2017-12-09T01:12:42.095,58095.27870879
1442,ADP.2017-12-09T01:12:42.101,58095.280215
1443,ADP.2017-12-09T01:12:42.127,58095.28924989
1444,ADP.2017-12-14T01:08:11.508,58094.2808657
1445,ADP.2017-12-14T01:08:11.600,58094.27332627
1446,ADP.2017-10-13T01:10:31.904,58038.40051182
1447,ADP.2017-10-13T01:10:31.924,58038.37719001
1448,ADP.2017-10-14T01:06:15.845,58039.24014195
1449,ADP.2017-10-14T01:06:16.059,58039.38477093
1450,ADP.2017-10-14T01:06:16.073,58039.38881155
1451,ADP.2017-11-08T01:17:03.845,58064.21477048
1452,ADP.2017-12-07T01:14:33.038,58093.24195075
1453,ADP.2017-12-07T01:14:33.108,58093.25215098
1454,ADP.2017-12-07T01:14:33.122,58093.33628638
1455,ADP.2017-12-07T01:14:33.188,58093.2635507
1456,ADP.2017-12-07T01:14:33.210,58093.35053359
1457,ADP.2017-12-07T01:14:33.228,58093.26929592
1458,ADP.2017-12-07T01:14:33.124,58093.25443224
1459,ADP.2017-12-07T01:14:33.284,58093.27738226
1460,ADP.2017-12-07T01:14:33.290,58093.27854297
1461,ADP.2017-12-07T01:14:33.292,58093.36394361
1462,ADP.2017-12-07T01:14:33.348,58093.2058324
1463,ADP.2017-12-07T01:14:33.350,58093.37475926
1464,ADP.2017-12-09T01:12:41.831,58095.22615295
1465,ADP.2017-12-09T01:12:42.035,58095.31408091
1466,ADP.2017-12-09T01:12:42.079,58095.32359267
1467,ADP.2017-12-09T01:12:42.109,58095.3301112
1468,ADP.2017-12-09T01:12:42.131,58095.3350013
1469,ADP.2017-12-14T01:08:11.514,58094.28173866
1470,ADP.2017-12-07T01:14:33.212,58093.26699765
1471,ADP.2017-12-07T01:14:33.226,58093.35317866
1472,ADP.2017-12-07T01:14:33.276,58093.27621344
1473,ADP.2017-12-07T01:14:33.300,58093.36530804
1474,ADP.2017-12-07T01:14:33.306,58093.28085907
1475,ADP.2017-12-08T01:10:27.634,58094.21969998
1476,ADP.2017-12-08T01:10:27.720,58094.2333048
1477,ADP.2017-12-08T01:10:27.736,58094.23669758
1478,ADP.2017-12-09T01:12:42.069,58095.34508172
