,dp_id,MJD
498,ADP.2016-10-08T01:06:28.025,57668.25994707
499,ADP.2016-11-22T01:06:21.181,57713.34469307
500,ADP.2016-11-22T01:06:21.223,57713.34879157
501,ADP.2016-11-22T01:06:21.299,57713.35699133
502,ADP.2017-01-16T01:15:41.043,57768.06817559
503,ADP.2017-01-16T01:15:41.073,57768.07028624
504,ADP.2017-01-16T01:15:41.171,57768.21038647
505,ADP.2017-01-16T01:15:41.205,57768.08154507
506,ADP.2017-01-16T01:15:41.217,57768.21460406
507,ADP.2017-01-16T01:15:41.219,57768.16250639
508,ADP.2017-01-16T01:15:41.227,57768.0829543
509,ADP.2017-01-16T01:15:41.235,57768.16391724
510,ADP.2014-10-07T08:34:26.483,56706.05305209
511,ADP.2014-10-07T08:34:29.080,56694.05125262
512,ADP.2014-10-07T08:34:29.187,56694.09215416
513,ADP.2014-10-07T08:34:34.317,56694.07381538
514,ADP.2014-10-07T08:34:35.487,56694.09074215
515,ADP.2014-10-07T08:35:06.600,56706.08598531
516,ADP.2014-10-07T08:35:47.243,56706.07008778
517,ADP.2014-11-19T19:02:09.863,56980.34236368
518,ADP.2014-11-19T19:02:09.930,56980.32432503
519,ADP.2014-11-19T19:02:10.057,56980.3562412
520,ADP.2014-11-19T19:02:10.843,56980.32492704
521,ADP.2014-11-19T19:02:11.137,56980.33574462
522,ADP.2017-01-16T01:15:41.497,57768.18926041
523,ADP.2017-01-16T01:15:41.499,57768.11746176
524,ADP.2017-01-16T01:15:41.507,57768.18996288
525,ADP.2017-01-16T01:15:41.521,57768.11886924
526,ADP.2017-01-16T01:15:41.547,57768.04532271
527,ADP.2017-01-16T01:15:41.577,57768.12380054
528,ADP.2017-01-17T01:05:28.899,57769.22602292
529,ADP.2017-01-17T01:05:28.909,57769.2268453
530,ADP.2017-01-17T01:05:28.943,57769.21783045
531,ADP.2017-01-18T01:04:21.093,57770.09930972
532,ADP.2017-01-18T01:04:21.129,57770.06359328
533,ADP.2017-01-18T01:04:21.165,57770.06851335
534,ADP.2017-01-16T01:15:41.095,57768.20475467
535,ADP.2017-01-16T01:15:41.149,57768.15617837
536,ADP.2017-01-16T01:15:41.263,57768.23260948
537,ADP.2017-01-16T01:15:41.265,57768.09844358
538,ADP.2017-01-16T01:15:41.291,57768.10055295
539,ADP.2017-01-16T01:15:41.325,57768.10266985
540,ADP.2017-01-16T01:15:41.639,57768.12943499
541,ADP.2017-01-16T01:15:41.699,57768.13506019
542,ADP.2017-01-16T01:15:41.769,57768.14210097
543,ADP.2017-01-17T01:05:28.937,57769.24323406
544,ADP.2017-01-17T01:05:29.005,57769.23750434
545,ADP.2017-01-17T01:05:29.045,57769.21045979
546,ADP.2017-01-16T01:15:41.099,57768.15125761
547,ADP.2017-01-16T01:15:41.117,57768.07380564
548,ADP.2017-01-16T01:15:41.135,57768.07521255
549,ADP.2017-01-16T01:15:41.143,57768.0759171
550,ADP.2017-01-16T01:15:41.167,57768.07872895
551,ADP.2017-01-16T01:15:41.185,57768.0801362
552,ADP.2017-01-16T01:15:41.361,57768.17658772
553,ADP.2017-01-16T01:15:41.367,57768.17729227
554,ADP.2017-01-16T01:15:41.407,57768.18151681
555,ADP.2017-01-16T01:15:41.457,57768.18573858
556,ADP.2017-01-16T01:15:41.515,57768.190665
557,ADP.2017-01-16T01:15:41.531,57768.19207411
558,ADP.2017-01-16T01:15:41.259,57768.09774099
559,ADP.2017-01-16T01:15:41.319,57768.23834637
560,ADP.2017-01-16T01:15:41.349,57768.10478085
561,ADP.2017-01-16T01:15:41.353,57768.05196081
562,ADP.2017-01-16T01:15:41.371,57768.05359735
563,ADP.2017-01-16T01:15:41.409,57768.05769399
564,ADP.2017-01-18T01:04:21.179,57770.05703448
565,ADP.2017-01-18T01:04:21.187,57770.07097691
566,ADP.2017-01-18T01:04:21.195,57770.06113956
567,ADP.2017-01-19T01:07:53.637,57771.18136183
568,ADP.2017-01-19T01:07:53.651,57771.18300093
569,ADP.2017-01-19T01:07:53.707,57771.19038816
570,ADP.2017-01-16T01:15:41.587,57768.19771783
571,ADP.2017-01-16T01:15:41.591,57768.12520987
572,ADP.2017-01-16T01:15:41.643,57768.20264993
573,ADP.2017-01-16T01:15:41.669,57768.13224869
574,ADP.2017-01-16T01:15:41.677,57768.09563057
575,ADP.2017-01-16T01:15:41.719,57768.06260734
576,ADP.2017-01-16T01:15:41.327,57768.23916424
577,ADP.2017-01-16T01:15:41.351,57768.24162375
578,ADP.2017-01-16T01:15:41.401,57768.1808118
579,ADP.2017-01-16T01:15:41.403,57768.05687578
580,ADP.2017-01-16T01:15:41.437,57768.11182511
581,ADP.2017-01-16T01:15:41.439,57768.03333918
582,ADP.2017-01-16T01:15:41.201,57768.1611011
583,ADP.2017-01-16T01:15:41.203,57768.21319843
584,ADP.2017-01-16T01:15:41.223,57768.2153085
585,ADP.2017-01-16T01:15:41.277,57768.16814153
586,ADP.2017-01-16T01:15:41.279,57768.09985025
587,ADP.2017-01-16T01:15:41.295,57768.03035649
588,ADP.2014-10-07T08:35:10.093,56694.04702516
589,ADP.2014-10-07T08:35:29.170,56694.05266313
590,ADP.2014-10-07T08:35:33.643,56694.07098604
591,ADP.2014-11-19T19:02:09.870,56980.34176214
592,ADP.2014-11-19T19:02:10.037,56980.34116534
593,ADP.2014-11-19T19:02:11.043,56980.34960177
594,ADP.2014-11-21T19:00:52.120,56982.35765803
595,ADP.2014-11-21T19:00:52.240,56982.36124159
596,ADP.2015-01-18T22:55:30.657,57040.087188
597,ADP.2016-10-08T01:06:27.971,57668.25286333
598,ADP.2016-10-08T01:06:27.993,57668.25709968
599,ADP.2016-10-08T01:06:28.131,57668.24933396
600,ADP.2017-01-18T01:04:21.079,57770.08453541
601,ADP.2017-01-18T01:04:21.089,57770.05457161
602,ADP.2017-01-18T01:04:21.159,57770.0652318
603,ADP.2017-01-18T01:04:21.163,57770.0668687
604,ADP.2017-01-18T01:04:21.197,57770.0717964
605,ADP.2017-01-18T01:04:21.211,57770.07425348
606,ADP.2017-01-16T01:15:41.549,57768.12168618
607,ADP.2017-01-16T01:15:41.551,57768.19418603
608,ADP.2017-01-16T01:15:41.561,57768.08577285
609,ADP.2017-01-16T01:15:41.617,57768.09000156
610,ADP.2017-01-16T01:15:41.651,57768.20335205
611,ADP.2017-01-16T01:15:41.773,57768.14281073
612,ADP.2017-01-19T01:07:53.785,57771.21092812
613,ADP.2017-01-19T01:07:53.809,57771.20106725
614,ADP.2017-01-19T01:07:53.843,57771.20435922
615,ADP.2017-01-19T01:07:53.859,57771.2059989
616,ADP.2017-01-20T01:05:24.897,57772.13724973
617,ADP.2017-01-20T01:05:24.899,57772.11686917
618,ADP.2017-01-16T01:15:41.417,57768.18222333
619,ADP.2017-01-16T01:15:41.535,57768.12027916
620,ADP.2017-01-16T01:15:41.537,57768.19277565
621,ADP.2017-01-16T01:15:41.545,57768.19348148
622,ADP.2017-01-16T01:15:41.555,57768.08436595
623,ADP.2017-01-16T01:15:41.585,57768.12450671
624,ADP.2014-11-19T19:02:11.150,56980.35020007
625,ADP.2014-11-19T19:02:11.243,56980.33695118
626,ADP.2014-11-21T19:00:51.347,56982.35909296
627,ADP.2014-11-21T19:00:51.987,56982.35693553
628,ADP.2015-01-18T22:55:30.437,57040.09627526
629,ADP.2015-01-18T22:55:30.750,57040.10172202
630,ADP.2017-01-16T01:15:41.755,57768.06606332
631,ADP.2017-01-18T01:04:21.069,57770.09720127
632,ADP.2017-01-18T01:04:21.099,57770.09368325
633,ADP.2017-01-18T01:04:21.113,57770.09508992
634,ADP.2017-01-18T01:04:21.121,57770.09579459
635,ADP.2017-01-18T01:04:21.123,57770.08875879
636,ADP.2017-01-16T01:15:41.309,57768.17165897
637,ADP.2017-01-16T01:15:41.345,57768.05113912
638,ADP.2017-01-16T01:15:41.347,57768.17517526
639,ADP.2017-01-16T01:15:41.355,57768.17588155
640,ADP.2017-01-16T01:15:41.375,57768.10689312
641,ADP.2017-01-16T01:15:41.389,57768.05523853
642,ADP.2017-01-16T01:15:41.449,57768.18503715
643,ADP.2017-01-16T01:15:41.463,57768.03551708
644,ADP.2017-01-16T01:15:41.471,57768.0362692
645,ADP.2017-01-16T01:15:41.519,57768.04199243
646,ADP.2017-01-16T01:15:41.523,57768.1913699
647,ADP.2017-01-16T01:15:41.579,57768.19701212
648,ADP.2014-11-21T19:00:52.113,56982.34402347
649,ADP.2015-01-18T22:55:29.947,57040.09445825
650,ADP.2015-01-18T22:55:30.200,57040.09990941
651,ADP.2015-01-21T22:55:24.567,57043.09900312
652,ADP.2016-11-22T01:06:21.215,57713.34796953
653,ADP.2016-11-22T01:06:21.279,57713.35453135
654,ADP.2017-01-20T01:05:24.905,57772.1379544
655,ADP.2017-01-20T01:05:24.923,57772.118976
656,ADP.2017-01-20T01:05:24.937,57772.13021553
657,ADP.2017-01-20T01:05:24.957,57772.14218172
658,ADP.2017-01-20T01:05:24.981,57772.12319152
659,ADP.2017-01-20T01:05:24.995,57772.10562525
660,ADP.2017-01-18T01:04:21.215,57770.07507331
661,ADP.2017-01-19T01:07:53.847,57771.21997134
662,ADP.2017-01-19T01:07:53.849,57771.20517964
663,ADP.2017-01-19T01:07:53.855,57771.22162259
664,ADP.2017-01-19T01:07:53.863,57771.22243931
665,ADP.2017-01-20T01:05:24.901,57772.12670538
666,ADP.2017-01-16T01:15:41.601,57768.08859095
667,ADP.2017-01-16T01:15:41.613,57768.19983183
668,ADP.2017-01-16T01:15:41.621,57768.20053754
669,ADP.2017-01-16T01:15:41.695,57768.21882687
670,ADP.2017-01-16T01:15:41.701,57768.06096512
671,ADP.2017-01-16T01:15:41.717,57768.22094122
672,ADP.2017-01-16T01:15:41.777,57768.14351586
673,ADP.2017-01-16T01:15:41.783,57768.1449208
674,ADP.2017-01-17T01:05:28.921,57769.24159462
675,ADP.2017-01-17T01:05:28.953,57769.24487686
676,ADP.2017-01-17T01:05:28.961,57769.24569739
677,ADP.2017-01-17T01:05:28.999,57769.22355843
678,ADP.2017-01-18T01:04:21.133,57770.08946079
679,ADP.2017-01-18T01:04:21.143,57770.06441277
680,ADP.2017-01-18T01:04:21.173,57770.07890315
681,ADP.2017-01-19T01:07:53.619,57771.17889028
682,ADP.2017-01-19T01:07:53.659,57771.183821
683,ADP.2017-01-19T01:07:53.681,57771.18710406
684,ADP.2016-11-22T01:06:21.203,57713.34715189
685,ADP.2016-11-22T01:06:21.293,57713.35616999
686,ADP.2017-01-16T01:15:41.049,57768.22523787
687,ADP.2017-01-16T01:15:41.079,57768.22851444
688,ADP.2017-01-16T01:15:41.083,57768.07099171
689,ADP.2017-01-16T01:15:41.107,57768.15196124
690,ADP.2017-01-16T01:15:41.391,57768.10830442
691,ADP.2017-01-16T01:15:41.429,57768.11112055
692,ADP.2017-01-16T01:15:41.465,57768.18644313
693,ADP.2017-01-16T01:15:41.477,57768.11534567
694,ADP.2017-01-16T01:15:41.505,57768.04030912
695,ADP.2017-01-16T01:15:41.595,57768.19842227
696,ADP.2017-01-16T01:15:41.623,57768.12802635
697,ADP.2017-01-16T01:15:41.637,57768.20194561
698,ADP.2017-01-17T01:05:28.901,57769.21373312
699,ADP.2017-01-17T01:05:28.915,57769.24077791
700,ADP.2017-01-17T01:05:28.949,57769.23094657
701,ADP.2017-01-17T01:05:28.957,57769.23176514
702,ADP.2014-11-21T19:00:52.087,56982.33754411
703,ADP.2014-11-21T19:00:52.253,56982.34689414
704,ADP.2015-01-18T22:55:30.013,57040.09263649
705,ADP.2015-01-18T22:55:30.723,57040.10354402
706,ADP.2015-01-19T22:55:31.980,57041.18048453
707,ADP.2015-01-21T22:55:24.607,57043.10006765
708,ADP.2017-01-16T01:15:41.761,57768.06676833
709,ADP.2017-01-16T01:15:41.785,57768.14562316
710,ADP.2017-01-17T01:05:28.917,57769.21537279
711,ADP.2017-01-17T01:05:28.935,57769.21701201
712,ADP.2017-01-17T01:05:28.951,57769.21864856
713,ADP.2017-01-17T01:05:28.963,57769.23258359
714,ADP.2014-11-19T19:02:11.423,56980.32251415
715,ADP.2014-11-21T19:00:51.433,56982.34185515
716,ADP.2014-11-21T19:00:51.567,56982.3497596
717,ADP.2014-11-21T19:00:51.713,56982.34761756
718,ADP.2014-11-21T19:00:51.780,56982.33467356
719,ADP.2015-01-18T22:55:30.757,57040.09808776
720,ADP.2017-01-19T01:07:53.769,57771.19695787
721,ADP.2017-01-19T01:07:53.823,57771.21586011
722,ADP.2017-01-19T01:07:53.881,57771.2249075
723,ADP.2017-01-20T01:05:24.941,57772.12037921
724,ADP.2017-01-20T01:05:24.963,57772.1428843
725,ADP.2017-01-20T01:05:24.987,57772.14499125
726,ADP.2017-01-20T01:05:24.915,57772.1386586
727,ADP.2017-01-20T01:05:24.973,57772.12249033
728,ADP.2017-01-20T01:05:24.975,57772.13373262
729,ADP.2017-01-20T01:05:24.993,57772.12389677
730,ADP.2017-01-20T01:05:25.003,57772.10632552
731,ADP.2017-01-20T01:05:25.011,57772.10703123
732,ADP.2016-11-22T01:06:21.363,57713.34222824
733,ADP.2017-01-16T01:15:41.065,57768.22687349
734,ADP.2017-01-16T01:15:41.075,57768.1491465
735,ADP.2017-01-16T01:15:41.123,57768.15336629
736,ADP.2017-01-16T01:15:41.147,57768.07661796
737,ADP.2017-01-16T01:15:41.305,57768.23670588
738,ADP.2017-01-16T01:15:41.125,57768.07450927
739,ADP.2017-01-16T01:15:41.173,57768.15828983
740,ADP.2017-01-16T01:15:41.209,57768.16180438
741,ADP.2017-01-16T01:15:41.213,57768.08225067
742,ADP.2017-01-16T01:15:41.241,57768.08507027
743,ADP.2017-01-16T01:15:41.243,57768.16462213
744,ADP.2017-01-16T01:15:41.625,57768.09070773
745,ADP.2017-01-16T01:15:41.633,57768.09140974
746,ADP.2017-01-16T01:15:41.647,57768.09281769
747,ADP.2017-01-16T01:15:41.673,57768.21601572
748,ADP.2017-01-16T01:15:41.683,57768.13365259
749,ADP.2017-01-16T01:15:41.715,57768.13646709
750,ADP.2017-01-20T01:05:25.005,57772.13654529
751,ADP.2017-01-20T01:05:25.007,57772.14709925
752,ADP.2017-01-20T01:05:25.101,57772.1548307
753,ADP.2017-01-21T01:04:50.141,57773.15441035
754,ADP.2017-01-21T01:04:50.163,57773.1658867
755,ADP.2017-01-21T01:04:50.205,57773.16097126
756,ADP.2017-01-18T01:04:21.095,57770.08594636
757,ADP.2017-01-18T01:04:21.101,57770.10001415
758,ADP.2017-01-18T01:04:21.103,57770.08665022
759,ADP.2017-01-18T01:04:21.125,57770.10212538
760,ADP.2017-01-18T01:04:21.139,57770.10493954
761,ADP.2017-01-18T01:04:21.141,57770.09016315
762,ADP.2017-01-17T01:05:28.971,57769.23340122
763,ADP.2017-01-17T01:05:29.065,57769.21209692
764,ADP.2017-01-18T01:04:21.085,57770.09860621
765,ADP.2017-01-18T01:04:21.087,57770.08524054
766,ADP.2017-01-18T01:04:21.111,57770.0873535
767,ADP.2017-01-18T01:04:21.171,57770.06933504
768,ADP.2017-01-16T01:15:41.307,57768.04700579
769,ADP.2017-01-16T01:15:41.357,57768.2424452
770,ADP.2017-01-16T01:15:41.365,57768.24326643
771,ADP.2017-01-16T01:15:41.369,57768.10618868
772,ADP.2017-01-16T01:15:41.385,57768.2449054
773,ADP.2017-01-16T01:15:41.393,57768.24572281
774,ADP.2017-01-18T01:04:21.209,57770.08242499
775,ADP.2017-01-19T01:07:53.701,57771.18956901
776,ADP.2017-01-19T01:07:53.721,57771.19202992
777,ADP.2017-01-19T01:07:53.747,57771.19449823
778,ADP.2017-01-19T01:07:53.773,57771.20928774
779,ADP.2017-01-19T01:07:53.831,57771.21749852
780,ADP.2017-01-18T01:04:21.181,57770.0594963
781,ADP.2017-01-18T01:04:21.199,57770.08101484
782,ADP.2017-01-19T01:07:53.587,57771.17561637
783,ADP.2017-01-19T01:07:53.611,57771.17807264
784,ADP.2017-01-19T01:07:53.621,57771.17972331
785,ADP.2017-01-19T01:07:53.759,57771.19613768
786,ADP.2017-01-21T01:04:50.169,57773.16670585
787,ADP.2017-01-21T01:04:50.199,57773.17980254
788,ADP.2017-01-21T01:04:50.229,57773.17407189
789,ADP.2017-09-12T01:12:44.678,58007.32092721
790,ADP.2017-09-12T01:12:44.706,58007.29890188
791,ADP.2017-09-12T01:12:44.714,58007.29978191
792,ADP.2017-01-19T01:07:53.595,57771.17643238
793,ADP.2017-01-19T01:07:53.643,57771.18218109
794,ADP.2017-01-19T01:07:53.671,57771.18546832
795,ADP.2017-01-19T01:07:53.737,57771.19366624
796,ADP.2017-01-19T01:07:53.803,57771.21338821
797,ADP.2017-01-19T01:07:53.819,57771.17151845
798,ADP.2017-01-16T01:15:41.267,57768.16673174
799,ADP.2017-01-16T01:15:41.269,57768.23342978
800,ADP.2017-01-16T01:15:41.283,57768.16884678
801,ADP.2017-01-16T01:15:41.337,57768.17447233
802,ADP.2017-01-16T01:15:41.339,57768.05031766
803,ADP.2017-01-16T01:15:41.363,57768.05278111
804,ADP.2017-01-16T01:15:41.741,57768.0646541
805,ADP.2017-01-17T01:05:28.955,57769.21946492
806,ADP.2017-01-17T01:05:28.977,57769.23421967
807,ADP.2017-01-17T01:05:29.007,57769.22437885
808,ADP.2017-01-18T01:04:21.067,57770.0908655
809,ADP.2017-01-18T01:04:21.115,57770.05785581
810,ADP.2017-01-20T01:05:25.059,57772.11194853
811,ADP.2017-01-20T01:05:25.065,57772.15201862
812,ADP.2017-01-21T01:04:50.225,57773.17325379
813,ADP.2017-04-07T01:04:41.564,57848.98985905
814,ADP.2017-04-07T01:04:41.568,57849.00502113
815,ADP.2017-04-07T01:04:41.590,57848.99439993
816,ADP.2017-01-19T01:07:53.781,57771.19859604
817,ADP.2017-01-19T01:07:53.837,57771.20352561
818,ADP.2017-01-19T01:07:53.879,57771.20845575
819,ADP.2017-01-20T01:05:24.945,57772.13092031
820,ADP.2017-01-20T01:05:24.965,57772.10281456
821,ADP.2017-01-20T01:05:25.001,57772.12459936
822,ADP.2017-01-16T01:15:41.395,57768.18010655
823,ADP.2017-01-16T01:15:41.459,57768.1139368
824,ADP.2017-01-16T01:15:41.511,57768.0411432
825,ADP.2017-01-16T01:15:41.599,57768.12591234
826,ADP.2017-01-16T01:15:41.685,57768.09633304
827,ADP.2017-01-16T01:15:41.709,57768.06178577
828,ADP.2015-01-19T22:55:31.253,57041.17620798
829,ADP.2016-10-08T01:06:28.009,57668.25851215
830,ADP.2016-10-08T01:06:28.143,57668.25074573
831,ADP.2016-11-22T01:06:21.285,57713.35535026
832,ADP.2017-01-16T01:15:41.059,57768.14773982
833,ADP.2017-01-16T01:15:41.071,57768.22769379
834,ADP.2017-01-18T01:04:21.137,57770.10353275
835,ADP.2017-01-18T01:04:21.151,57770.10635362
836,ADP.2017-01-18T01:04:21.175,57770.06605025
837,ADP.2017-01-18T01:04:21.177,57770.07015638
838,ADP.2017-01-19T01:07:53.755,57771.19531668
839,ADP.2017-01-19T01:07:53.777,57771.21010897
840,ADP.2017-01-19T01:07:53.833,57771.17315697
841,ADP.2017-01-19T01:07:53.851,57771.22079396
842,ADP.2017-01-19T01:07:53.871,57771.20763591
843,ADP.2017-01-20T01:05:24.913,57772.1182733
844,ADP.2017-01-20T01:05:24.931,57772.1196787
845,ADP.2017-01-20T01:05:24.961,57772.1323278
846,ADP.2017-01-19T01:07:53.821,57771.2018872
847,ADP.2017-01-19T01:07:53.867,57771.20681874
848,ADP.2017-01-19T01:07:53.875,57771.22409229
849,ADP.2017-01-20T01:05:24.919,57772.12811055
850,ADP.2017-01-20T01:05:24.977,57772.10421962
851,ADP.2017-01-20T01:05:24.979,57772.14428808
852,ADP.2017-01-16T01:15:41.397,57768.05606335
853,ADP.2017-01-16T01:15:41.415,57768.05850758
854,ADP.2017-01-16T01:15:41.421,57768.11041808
855,ADP.2017-01-16T01:15:41.441,57768.18433305
856,ADP.2017-01-16T01:15:41.485,57768.0375915
857,ADP.2017-01-16T01:15:41.513,57768.11816388
858,ADP.2017-01-20T01:05:25.025,57772.10843513
859,ADP.2017-01-20T01:05:25.049,57772.15061518
860,ADP.2017-01-21T01:04:50.165,57773.15686605
861,ADP.2017-01-21T01:04:50.185,57773.16834136
862,ADP.2017-01-21T01:04:50.209,57773.17079717
863,ADP.2017-01-21T01:04:50.253,57773.19455848
864,ADP.2017-01-21T01:04:50.215,57773.17161365
865,ADP.2017-01-21T01:04:50.223,57773.18307808
866,ADP.2017-01-21T01:04:50.289,57773.20274148
867,ADP.2017-04-07T01:04:41.548,57848.98682624
868,ADP.2017-09-12T01:12:44.744,58007.32797749
869,ADP.2017-09-12T01:12:44.760,58007.32973616
870,ADP.2017-01-19T01:07:53.789,57771.21174657
871,ADP.2017-01-19T01:07:53.817,57771.21504131
872,ADP.2017-01-19T01:07:53.825,57771.21667995
873,ADP.2017-01-19T01:07:53.841,57771.21914965
874,ADP.2017-01-19T01:07:53.869,57771.22326053
875,ADP.2017-01-20T01:05:24.947,57772.10140511
876,ADP.2017-01-20T01:05:25.019,57772.1260036
877,ADP.2017-01-20T01:05:25.043,57772.14991364
878,ADP.2017-01-20T01:05:25.097,57772.1154603
879,ADP.2017-01-21T01:04:50.127,57773.15276987
880,ADP.2017-01-21T01:04:50.161,57773.17652898
881,ADP.2017-01-21T01:04:50.191,57773.17898363
882,ADP.2017-01-16T01:15:41.711,57768.22023562
883,ADP.2017-01-16T01:15:41.749,57768.06535645
884,ADP.2017-01-17T01:05:28.987,57769.24815227
885,ADP.2017-01-17T01:05:29.057,57769.21127755
886,ADP.2017-01-18T01:04:21.091,57770.0929787
887,ADP.2017-01-18T01:04:21.105,57770.05621186
888,ADP.2017-01-16T01:15:41.081,57768.14985048
889,ADP.2017-01-16T01:15:41.129,57768.20756501
890,ADP.2017-01-16T01:15:41.137,57768.15477285
891,ADP.2017-01-16T01:15:41.151,57768.20897748
892,ADP.2017-01-16T01:15:41.155,57768.07732285
893,ADP.2017-01-16T01:15:41.239,57768.23015458
894,ADP.2017-01-16T01:15:41.533,57768.04365456
895,ADP.2017-01-16T01:15:41.575,57768.19630606
896,ADP.2017-01-16T01:15:41.665,57768.20405487
897,ADP.2017-01-16T01:15:41.737,57768.1385884
898,ADP.2017-01-16T01:15:41.753,57768.13999449
899,ADP.2017-01-17T01:05:28.911,57769.23996015
900,ADP.2017-01-20T01:05:24.989,57772.13513607
901,ADP.2017-01-20T01:05:24.997,57772.13584097
902,ADP.2017-01-20T01:05:25.029,57772.10913899
903,ADP.2017-01-20T01:05:25.081,57772.15342796
904,ADP.2017-01-21T01:04:50.135,57773.16260654
905,ADP.2017-01-21T01:04:50.181,57773.14950139
906,ADP.2017-01-21T01:04:50.267,57773.18964281
907,ADP.2017-01-21T01:04:50.277,57773.20110261
908,ADP.2017-04-07T01:04:41.524,57848.98227066
909,ADP.2017-04-07T01:04:41.570,57849.0201831
910,ADP.2017-04-07T01:04:41.572,57848.99137534
911,ADP.2017-04-07T01:04:41.584,57849.0080529
912,ADP.2017-01-20T01:05:25.009,57772.12530275
913,ADP.2017-01-20T01:05:25.017,57772.10773405
914,ADP.2017-01-20T01:05:25.033,57772.14921001
915,ADP.2017-01-20T01:05:25.035,57772.1098403
916,ADP.2017-01-20T01:05:25.041,57772.1105415
917,ADP.2017-01-20T01:05:25.057,57772.15131638
918,ADP.2015-01-19T22:55:31.933,57041.17941918
919,ADP.2016-10-08T01:06:27.997,57668.25498151
920,ADP.2016-11-22T01:06:21.231,57713.34961233
921,ADP.2016-11-22T01:06:21.317,57713.35944864
922,ADP.2017-01-16T01:15:41.115,57768.15266498
923,ADP.2017-01-16T01:15:41.141,57768.20826795
924,ADP.2017-09-12T01:12:44.888,58007.36938818
925,ADP.2017-09-12T01:12:44.902,58007.3711649
926,ADP.2017-09-12T01:12:44.920,58007.37293363
927,ADP.2017-09-12T01:12:44.958,58007.36411045
928,ADP.2017-10-10T01:14:12.993,58035.25354463
929,ADP.2017-10-10T01:14:13.001,58035.25451633
930,ADP.2017-01-18T01:04:21.107,57770.0943878
931,ADP.2017-01-18T01:04:21.135,57770.10423788
932,ADP.2017-01-18T01:04:21.167,57770.07752646
933,ADP.2017-01-18T01:04:21.203,57770.07261739
934,ADP.2017-01-19T01:07:53.689,57771.18792112
935,ADP.2017-01-19T01:07:53.801,57771.20024753
936,ADP.2017-01-16T01:15:41.249,57768.09703505
937,ADP.2017-01-16T01:15:41.287,57768.16954589
938,ADP.2017-01-16T01:15:41.289,57768.23506702
939,ADP.2017-01-16T01:15:41.383,57768.10760024
940,ADP.2017-01-16T01:15:41.387,57768.179402
941,ADP.2017-01-16T01:15:41.493,57768.03819462
942,ADP.2017-01-21T01:04:50.203,57773.15195234
943,ADP.2017-01-21T01:04:50.213,57773.19046288
944,ADP.2017-01-21T01:04:50.221,57773.17243302
945,ADP.2017-01-21T01:04:50.243,57773.18635847
946,ADP.2017-04-07T01:04:41.620,57849.0292798
947,ADP.2017-04-07T01:04:41.632,57849.00350496
948,ADP.2017-01-21T01:04:50.233,57773.18472586
949,ADP.2017-01-21T01:04:50.235,57773.17488907
950,ADP.2017-01-21T01:04:50.245,57773.19373945
951,ADP.2017-01-21T01:04:50.257,57773.18799491
952,ADP.2017-01-21T01:04:50.263,57773.19619364
953,ADP.2017-01-21T01:04:50.279,57773.20355819
954,ADP.2017-01-20T01:05:25.067,57772.11265215
955,ADP.2017-01-20T01:05:25.075,57772.11335844
956,ADP.2017-01-20T01:05:25.091,57772.15412915
957,ADP.2017-01-20T01:05:25.105,57772.11616369
958,ADP.2017-01-21T01:04:50.123,57773.16178739
959,ADP.2017-01-21T01:04:50.133,57773.15359075
960,ADP.2017-01-17T01:05:28.931,57769.22931246
961,ADP.2017-01-17T01:05:28.983,57769.22192339
962,ADP.2017-01-17T01:05:28.997,57769.23668289
963,ADP.2017-01-17T01:05:29.003,57769.2497894
964,ADP.2017-01-17T01:05:29.073,57769.21291467
965,ADP.2017-01-18T01:04:21.097,57770.05539376
966,ADP.2017-04-07T01:04:41.606,57848.99744003
967,ADP.2017-04-07T01:04:41.612,57848.99895609
968,ADP.2017-04-07T01:04:41.614,57849.01260178
969,ADP.2017-09-12T01:12:44.664,58007.31916959
970,ADP.2017-09-12T01:12:44.698,58007.29802209
971,ADP.2017-09-12T01:12:44.712,58007.32444592
972,ADP.2015-01-21T22:55:24.640,57043.1032682
973,ADP.2015-01-21T22:55:25.053,57043.1011433
974,ADP.2016-11-22T01:06:21.305,57713.35781151
975,ADP.2017-01-16T01:15:41.041,57768.14632806
976,ADP.2017-01-16T01:15:41.097,57768.07239897
977,ADP.2017-01-16T01:15:41.101,57768.20545645
978,ADP.2017-01-16T01:15:41.233,57768.08365954
979,ADP.2017-01-16T01:15:41.251,57768.16532598
980,ADP.2017-01-16T01:15:41.257,57768.16602741
981,ADP.2017-01-16T01:15:41.299,57768.17095349
982,ADP.2017-01-16T01:15:41.313,57768.2375256
983,ADP.2017-01-16T01:15:41.333,57768.10337267
984,ADP.2017-01-19T01:07:53.813,57771.16987576
985,ADP.2017-01-19T01:07:53.829,57771.2027067
986,ADP.2017-01-19T01:07:53.839,57771.22654787
987,ADP.2017-01-20T01:05:24.907,57772.11757349
988,ADP.2017-01-20T01:05:24.921,57772.1393613
989,ADP.2017-01-20T01:05:24.927,57772.12881302
990,ADP.2017-01-21T01:04:50.139,57773.16343795
991,ADP.2017-01-21T01:04:50.147,57773.16425744
992,ADP.2017-01-21T01:04:50.153,57773.16507381
993,ADP.2017-01-21T01:04:50.155,57773.17570914
994,ADP.2017-01-21T01:04:50.251,57773.18717762
995,ADP.2017-01-21T01:04:50.283,57773.2043778
996,ADP.2017-01-16T01:15:41.541,57768.12098163
