Station:;rmr;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date range:;[2016-08-01,2021-08-01];;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
date;[Min]29;[Avg]29;[Max]29;[data%]29;[Min]26;[Avg]26;[Max]26;[data%]26;[Min]VV5;[Avg]VV5;[Max]VV5;[data%]VV5;[Min]27;[Avg]27;[Max]27;[data%]27;[Min]DV5;[Avg]DV5;[Max]DV5;[data%]DV5;[Min]RS2;[Avg]RS2;[Max]RS2;[data%]RS2;[Min]28;[Avg]28;[Max]28;[data%] 28
2017-10-18;10.28;14.59;20.61;100.00;0.00;1.42;6.21;100.00;0.00;1.69;7.15;100.00;-111.29;248.71;248.71;100.00;-112.43;247.57;247.57;100.00;0.00;313.25;1045.00;100.00;;;;0.00
2017-10-19;8.06;14.57;22.10;100.00;0.00;1.84;9.45;100.00;0.00;2.14;10.51;100.00;-62.67;297.33;297.33;100.00;-71.52;288.48;288.48;100.00;0.00;332.44;1047.00;100.00;;;;0.00
2017-10-20;9.74;13.29;18.42;100.00;0.00;1.60;8.27;100.00;0.00;1.85;9.33;100.00;-76.44;283.57;283.57;100.00;-78.18;281.82;281.82;100.00;0.00;286.00;1326.00;100.00;;;;0.00
2017-10-21;7.70;14.10;21.74;100.00;0.00;1.25;5.65;100.00;0.00;1.46;7.64;100.00;-95.11;264.89;264.89;100.00;-99.72;260.28;260.28;100.00;0.00;325.81;1042.00;100.00;;;;0.00
2017-10-22;8.74;13.02;19.68;100.00;0.00;1.38;5.80;100.00;0.00;1.66;6.92;100.00;-143.51;216.49;216.49;100.00;-155.35;204.65;204.65;100.00;0.00;306.21;1077.00;100.00;;;;0.00
2017-10-23;8.96;12.53;17.24;100.00;0.00;1.83;10.82;100.00;0.00;2.07;12.17;100.00;-92.17;267.84;267.84;100.00;-95.65;264.35;264.35;100.00;0.00;319.52;1067.00;100.00;;;;0.00
2017-10-24;8.76;13.23;19.18;100.00;0.00;1.34;6.14;100.00;0.00;1.50;6.63;100.00;-57.01;302.99;302.99;100.00;-58.10;301.90;301.90;100.00;0.00;308.14;1074.00;100.00;;;;0.00
2017-10-25;9.94;12.84;17.01;100.00;0.00;1.96;8.84;100.00;0.00;2.23;9.74;100.00;-61.23;298.77;298.77;100.00;-63.51;296.50;296.50;100.00;0.00;293.13;1318.00;100.00;;;;0.00
2017-10-26;8.56;12.07;14.78;100.00;0.00;1.52;5.27;100.00;0.00;1.80;6.19;100.00;-106.50;253.50;253.50;100.00;-107.44;252.56;252.56;100.00;0.00;93.68;484.10;100.00;;;;0.00
2017-10-27;7.22;11.91;17.21;100.00;0.00;2.44;11.13;100.00;0.00;2.78;11.35;100.00;-54.34;305.66;305.66;100.00;-55.05;304.95;304.95;100.00;0.00;282.40;1445.00;100.00;;;;0.00
2017-10-28;9.93;12.00;13.52;100.00;0.00;1.47;4.80;100.00;0.00;1.76;5.63;100.00;-129.13;230.87;230.87;100.00;-128.36;231.64;231.64;100.00;0.00;65.23;315.90;100.00;;;;0.00
2017-10-29;6.21;11.69;16.00;100.00;0.00;2.00;8.64;100.00;0.00;2.30;9.66;100.00;-55.03;304.97;304.97;100.00;-57.04;302.96;302.96;100.00;0.00;331.17;1353.00;100.00;;;;0.00
2017-10-30;6.11;12.93;19.18;100.00;0.00;1.74;7.35;100.00;0.00;2.02;8.66;100.00;-56.56;303.45;303.45;100.00;-61.59;298.41;298.41;100.00;0.00;355.27;1096.00;100.00;;;;0.00
2017-10-31;7.05;12.21;17.60;100.00;0.00;1.63;7.53;100.00;0.00;1.93;8.11;100.00;-87.82;272.18;272.18;100.00;-98.82;261.19;261.19;100.00;0.00;341.96;1318.00;100.00;;;;0.00
2017-11-01;6.24;13.52;20.29;100.00;0.00;1.88;6.74;100.00;0.00;2.26;8.31;100.00;-106.10;253.90;253.90;100.00;-106.69;253.31;253.31;100.00;0.00;358.44;1100.00;100.00;;;;0.00
2017-11-02;8.62;14.38;18.98;100.00;0.00;1.89;7.41;100.00;0.00;2.25;7.84;100.00;-114.17;245.83;245.83;100.00;-111.81;248.19;248.19;100.00;0.00;339.87;1477.00;100.00;;;;0.00
2017-11-03;10.82;14.53;21.59;100.00;0.00;1.33;10.27;100.00;0.00;1.56;11.00;100.00;-115.32;244.68;244.68;100.00;-123.13;236.87;236.87;100.00;0.00;228.84;1507.00;100.00;;;;0.00
2017-11-04;10.21;13.53;18.05;100.00;0.00;1.41;8.27;100.00;0.00;1.65;9.84;100.00;-74.04;285.96;285.96;100.00;-78.85;281.15;281.15;100.00;0.00;162.62;1342.00;100.00;;;;0.00
2017-11-05;8.54;14.70;19.82;100.00;0.00;2.08;6.90;100.00;0.00;2.49;7.64;100.00;-106.81;253.19;253.19;100.00;-108.83;251.17;251.17;100.00;0.00;353.62;1110.00;100.00;;;;0.00
2017-11-06;10.88;14.11;18.74;100.00;0.00;1.93;7.64;100.00;0.00;2.20;8.11;100.00;-65.58;294.42;294.42;100.00;-67.81;292.19;292.19;100.00;0.00;239.24;1402.00;100.00;;;;0.00
2017-11-07;11.14;13.67;17.76;100.00;0.00;1.44;7.57;100.00;0.00;1.65;7.61;100.00;-107.27;252.73;252.73;100.00;-110.53;249.47;249.47;100.00;0.00;177.77;1444.00;100.00;;;;0.00
2017-11-08;10.77;14.86;21.72;100.00;0.00;1.43;5.72;100.00;0.00;1.72;7.10;100.00;177.21;177.21;177.21;100.00;179.89;179.89;179.89;100.00;0.00;332.82;1086.00;100.00;;;;0.00
2017-11-09;8.08;15.48;26.16;100.00;0.00;1.41;7.78;100.00;0.00;1.69;8.84;100.00;-148.79;211.21;211.21;100.00;-150.24;209.76;209.76;100.00;0.00;357.43;1072.00;100.00;;;;0.00
2017-11-10;9.37;16.67;24.99;100.00;0.00;3.42;12.47;100.00;0.00;3.95;14.15;100.00;-50.86;309.14;309.14;100.00;-55.30;304.71;304.71;100.00;0.00;366.04;1103.00;100.00;;;;0.00
2017-11-11;11.92;15.09;19.50;100.00;0.00;1.80;8.43;100.00;0.00;2.05;8.74;100.00;-103.29;256.71;256.71;100.00;-103.11;256.89;256.89;100.00;0.00;262.97;1353.00;100.00;;;;0.00
2017-11-12;10.82;14.75;19.24;100.00;0.00;1.66;8.47;100.00;0.00;1.88;9.39;100.00;-96.48;263.52;263.52;100.00;-97.02;262.99;262.99;100.00;0.00;332.59;1131.00;100.00;;;;0.00
2017-11-13;12.93;15.12;19.51;100.00;0.00;1.66;6.00;100.00;0.00;1.92;6.92;100.00;-119.39;240.61;240.61;100.00;-120.91;239.09;239.09;100.00;0.00;279.74;1379.00;100.00;;;;0.00
2017-11-14;12.22;14.88;19.15;100.00;0.00;1.92;6.21;100.00;0.00;2.16;6.96;100.00;-67.38;292.62;292.62;100.00;-69.08;290.92;290.92;100.00;0.00;239.51;1485.00;100.00;;;;0.00
2017-11-15;11.75;14.55;19.18;100.00;0.00;1.83;7.70;100.00;0.00;2.14;8.53;100.00;-92.01;267.99;267.99;100.00;-95.85;264.15;264.15;100.00;0.00;250.88;1545.00;100.00;;;;0.00
2017-11-16;9.11;14.32;19.62;100.00;0.00;2.27;9.29;100.00;0.00;2.56;10.94;100.00;-51.30;308.70;308.70;100.00;-52.21;307.79;307.79;100.00;0.00;363.11;1091.00;100.00;;;;0.00
2017-11-17;9.16;14.25;19.72;100.00;0.00;2.57;11.92;100.00;0.00;2.94;13.31;100.00;-38.86;321.14;321.14;100.00;-38.64;321.37;321.37;100.00;0.00;355.87;1073.00;100.00;;;;0.00
2017-11-18;10.41;14.30;18.94;100.00;0.00;2.20;10.88;100.00;0.00;2.48;13.27;100.00;-93.88;266.12;266.12;100.00;-92.26;267.74;267.74;100.00;0.00;350.63;1085.00;100.00;;;;0.00
2017-11-19;9.06;14.37;21.16;100.00;0.00;1.53;9.02;100.00;0.00;1.78;9.78;100.00;-120.48;239.52;239.52;100.00;-120.20;239.80;239.80;100.00;0.00;358.22;1072.00;100.00;;;;0.00
2017-11-20;11.02;14.05;18.64;100.00;0.00;1.65;6.82;100.00;0.00;1.89;7.55;100.00;-90.96;269.04;269.04;100.00;-92.07;267.93;267.93;100.00;0.00;274.83;1338.00;100.00;;;;0.00
2017-11-21;8.84;14.61;19.79;100.00;0.00;1.38;7.82;100.00;0.00;1.59;8.43;100.00;-79.83;280.17;280.17;100.00;-108.92;251.08;251.08;100.00;0.00;374.93;1133.00;100.00;;;;0.00
2017-11-22;10.79;14.61;20.49;100.00;0.00;1.99;7.92;100.00;0.00;2.29;8.35;100.00;-132.78;227.22;227.22;100.00;-132.97;227.03;227.03;100.00;0.00;371.96;1130.00;100.00;;;;0.00
2017-11-23;11.71;14.25;18.30;100.00;0.00;2.54;8.62;100.00;0.00;2.86;9.21;100.00;-96.49;263.51;263.51;100.00;-95.74;264.26;264.26;100.00;0.00;297.19;1364.00;100.00;;;;0.00
2017-11-24;11.55;14.13;18.47;100.00;0.00;1.71;6.63;100.00;0.00;2.03;7.23;100.00;-145.91;214.09;214.09;100.00;-146.08;213.92;213.92;100.00;0.00;190.40;1434.00;100.00;;;;0.00
2017-11-25;7.80;13.87;19.21;100.00;0.00;1.90;8.98;100.00;0.00;2.13;9.35;100.00;-72.28;287.72;287.72;100.00;-73.14;286.87;286.87;100.00;0.00;321.75;1317.00;100.00;;;;0.00
2017-11-26;12.08;13.67;18.24;100.00;0.00;2.03;6.29;100.00;0.00;2.34;7.06;100.00;-90.54;269.46;269.46;100.00;-91.24;268.76;268.76;100.00;0.00;137.97;1270.00;100.00;;;;0.00
2017-11-27;12.56;14.68;19.75;100.00;0.00;1.78;7.72;100.00;0.00;2.06;7.39;100.00;-98.34;261.66;261.66;100.00;-95.99;264.01;264.01;100.00;0.00;256.47;1613.00;100.00;;;;0.00
2017-11-28;12.82;14.74;19.08;100.00;0.00;1.97;6.35;100.00;0.00;2.28;6.70;100.00;-121.84;238.17;238.17;100.00;-122.95;237.05;237.05;100.00;0.00;201.68;1602.00;100.00;;;;0.00
2017-11-29;11.89;14.73;18.54;100.00;0.00;2.01;6.61;100.00;0.00;2.35;7.61;100.00;-95.86;264.14;264.14;100.00;-97.50;262.50;262.50;100.00;0.00;270.65;1623.00;100.00;;;;0.00
2017-11-30;11.38;14.52;19.13;100.00;0.00;2.55;9.13;100.00;0.00;2.94;9.43;100.00;-71.64;288.36;288.36;100.00;-72.18;287.82;287.82;100.00;0.00;300.78;1289.00;100.00;;;;0.00
2017-12-01;13.22;14.33;16.60;100.00;0.00;1.97;5.47;100.00;0.00;2.33;6.45;100.00;-114.51;245.49;245.49;100.00;-114.31;245.70;245.70;100.00;0.00;86.64;413.00;100.00;;;;0.00
2017-12-02;11.05;14.70;17.95;100.00;0.00;1.43;6.70;100.00;0.00;1.67;7.21;100.00;-114.38;245.62;245.62;100.00;-114.01;245.99;245.99;100.00;0.00;91.87;311.90;100.00;;;;0.00
2017-12-03;8.73;14.72;19.25;100.00;0.00;2.11;6.57;100.00;0.00;2.64;7.51;100.00;-106.75;253.25;253.25;100.00;-104.51;255.49;255.49;100.00;0.00;371.69;1184.00;100.00;;;;0.00
2017-12-04;11.08;14.31;18.27;100.00;0.00;2.09;8.43;100.00;0.00;2.45;9.51;100.00;-80.87;279.13;279.13;100.00;-76.43;283.57;283.57;100.00;0.00;261.11;1674.00;100.00;;;;0.00
2017-12-05;9.13;14.86;19.91;100.00;0.00;1.95;7.00;100.00;0.00;2.35;7.94;100.00;-84.58;275.42;275.42;100.00;-88.32;271.68;271.68;100.00;0.00;384.27;1235.00;100.00;;;;0.00
2017-12-06;9.33;15.20;19.85;100.00;0.00;2.00;6.78;100.00;0.00;2.41;7.70;100.00;-125.69;234.32;234.32;100.00;-124.18;235.82;235.82;100.00;0.00;349.60;1488.00;100.00;;;;0.00
2017-12-07;13.46;15.54;19.38;100.00;0.00;1.94;7.04;100.00;0.00;2.30;7.72;100.00;-146.20;213.80;213.80;100.00;-146.82;213.18;213.18;100.00;0.00;351.78;1516.00;100.00;;;;0.00
2017-12-08;13.03;15.45;19.34;100.00;0.00;1.79;6.53;100.00;0.00;2.10;7.57;100.00;-102.61;257.39;257.39;100.00;-106.12;253.88;253.88;100.00;0.00;333.55;1583.00;100.00;;;;0.00
2017-12-09;12.62;14.86;19.08;100.00;0.00;2.00;6.68;100.00;0.00;2.34;8.17;100.00;-109.75;250.25;250.25;100.00;-110.21;249.79;249.79;100.00;0.00;326.98;1598.00;100.00;;;;0.00
2017-12-10;12.86;15.05;19.28;100.00;0.00;2.58;7.74;100.00;0.00;2.92;8.23;100.00;-75.56;284.44;284.44;100.00;-76.29;283.71;283.71;100.00;0.00;234.68;1775.00;100.00;;;;0.00
2017-12-11;12.76;14.27;15.93;100.00;0.00;1.38;4.65;100.00;0.00;1.58;5.41;100.00;-105.58;254.42;254.42;100.00;-105.03;254.97;254.97;100.00;0.00;63.48;253.20;100.00;;;;0.00
2017-12-12;11.78;14.94;17.51;100.00;0.00;1.52;6.78;100.00;0.00;1.73;7.80;100.00;-63.74;296.26;296.26;100.00;-63.74;296.26;296.26;100.00;0.00;100.24;395.50;100.00;;;;0.00
2017-12-13;11.11;16.17;21.52;100.00;0.00;1.91;6.70;100.00;0.00;2.37;8.02;100.00;-146.62;213.38;213.38;100.00;-147.98;212.02;212.02;100.00;0.00;388.23;1144.00;100.00;;;;0.00
2017-12-14;11.15;16.11;20.79;100.00;0.00;2.10;8.94;100.00;0.00;2.42;10.39;100.00;-52.40;307.60;307.60;100.00;-53.77;306.23;306.23;100.00;0.00;373.48;1135.00;100.00;;;;0.00
2017-12-15;13.16;15.85;19.96;100.00;0.00;2.19;7.62;100.00;0.00;2.51;7.94;100.00;-67.60;292.40;292.40;100.00;-68.63;291.37;291.37;100.00;0.00;215.39;1205.00;100.00;;;;0.00
2017-12-16;11.21;15.25;20.41;100.00;0.00;1.47;6.27;100.00;0.00;1.72;6.94;100.00;-90.97;269.03;269.03;100.00;-102.17;257.83;257.83;100.00;0.00;221.43;1535.00;100.00;;;;0.00
2017-12-17;10.61;15.45;22.03;100.00;0.00;2.05;9.56;100.00;0.00;2.35;11.11;100.00;-58.71;301.29;301.29;100.00;-58.79;301.21;301.21;100.00;0.00;380.82;1124.00;100.00;;;;0.00
2017-12-18;11.73;15.13;19.57;100.00;0.00;1.97;6.61;100.00;0.00;2.31;6.94;100.00;-126.59;233.41;233.41;100.00;-126.73;233.27;233.27;100.00;0.00;246.40;1531.00;100.00;;;;0.00
2017-12-19;11.36;15.83;21.39;100.00;0.00;2.03;6.51;100.00;0.00;2.32;7.17;100.00;-103.04;256.96;256.96;100.00;-103.14;256.86;256.86;100.00;0.00;309.31;1289.00;100.00;;;;0.00
2017-12-20;13.62;16.08;20.10;100.00;0.00;2.34;8.08;100.00;0.00;2.63;8.49;100.00;-85.26;274.74;274.74;100.00;-83.53;276.47;276.47;100.00;0.00;332.01;1324.00;100.00;;;;0.00
2017-12-21;13.50;16.79;20.59;100.00;0.00;2.39;10.98;100.00;0.00;2.71;12.17;100.00;-88.91;271.09;271.09;100.00;-94.50;265.50;265.50;100.00;0.00;351.87;1100.00;100.00;;;;0.00
2017-12-22;14.28;15.98;19.28;100.00;0.00;2.10;6.70;100.00;0.00;2.35;7.41;100.00;-81.69;278.31;278.31;100.00;-81.56;278.44;278.44;100.00;0.00;256.34;1446.00;100.00;;;;0.00
2017-12-23;11.78;16.08;21.66;100.00;0.00;1.67;7.55;100.00;0.00;1.90;8.11;100.00;-93.76;266.25;266.25;100.00;-98.68;261.32;261.32;100.00;0.00;334.13;1086.00;100.00;;;;0.00
2017-12-24;12.15;15.83;20.85;100.00;0.00;1.87;7.35;100.00;0.00;2.15;8.25;100.00;-91.23;268.78;268.78;100.00;-92.75;267.25;267.25;100.00;0.00;346.02;1352.00;100.00;;;;0.00
2017-12-25;12.19;15.72;19.59;100.00;0.00;2.47;11.31;100.00;0.00;2.81;11.62;100.00;-79.71;280.29;280.29;100.00;-78.71;281.29;281.29;100.00;0.00;354.58;1103.00;100.00;;;;0.00
2017-12-26;14.28;15.82;19.35;100.00;0.00;2.14;7.10;100.00;0.00;2.43;7.49;100.00;-95.84;264.16;264.16;100.00;-96.14;263.86;263.86;100.00;0.00;232.47;1395.00;100.00;;;;0.00
2017-12-27;12.12;16.55;21.59;100.00;0.00;1.57;6.06;100.00;0.00;1.84;6.88;100.00;-125.24;234.76;234.76;100.00;-128.06;231.94;231.94;100.00;0.00;305.57;1515.00;100.00;;;;0.00
2017-12-28;13.20;16.14;20.06;100.00;0.00;2.07;7.80;100.00;0.00;2.43;9.33;100.00;-85.27;274.73;274.73;100.00;-83.97;276.03;276.03;100.00;0.00;162.27;835.00;100.00;;;;0.00
2017-12-29;12.52;17.04;21.86;100.00;0.00;1.88;6.66;100.00;0.00;2.16;7.17;100.00;-81.29;278.71;278.71;100.00;-85.46;274.54;274.54;100.00;0.00;355.50;1085.00;100.00;;;;0.00
2017-12-30;14.67;17.22;22.50;100.00;0.00;2.17;7.49;100.00;0.00;2.50;9.47;100.00;-91.80;268.20;268.20;100.00;-95.92;264.08;264.08;100.00;0.00;329.77;1116.00;100.00;;;;0.00
2017-12-31;14.33;16.93;21.65;100.00;0.00;2.47;10.13;100.00;0.00;2.85;10.51;100.00;-92.02;267.98;267.98;100.00;-89.58;270.42;270.42;100.00;0.00;258.69;1397.00;100.00;;;;0.00
2018-01-01;14.47;17.22;21.49;100.00;0.00;2.05;7.78;100.00;0.00;2.36;8.13;100.00;-115.31;244.69;244.69;100.00;-114.27;245.74;245.74;100.00;0.00;326.27;1564.00;100.00;;;;0.00
2018-01-02;13.00;16.60;20.10;100.00;0.00;1.91;9.47;100.00;0.00;2.19;10.76;100.00;-80.50;279.50;279.50;100.00;-83.91;276.09;276.09;100.00;0.00;360.92;1482.00;100.00;;;;0.00
2018-01-03;12.83;16.78;22.36;100.00;0.00;1.49;7.98;100.00;0.00;1.79;8.76;100.00;-172.49;187.51;187.51;100.00;-172.57;187.43;187.43;100.00;0.00;361.91;1077.00;100.00;;;;0.00
2018-01-04;13.33;17.01;22.67;100.00;0.00;1.98;9.02;100.00;0.00;2.27;8.84;100.00;-79.56;280.44;280.44;100.00;-80.87;279.13;279.13;100.00;0.00;359.27;1099.00;100.00;;;;0.00
2018-01-05;12.86;17.10;24.55;100.00;0.00;2.30;10.11;100.00;0.00;2.65;11.13;100.00;-41.33;318.67;318.67;100.00;-41.59;318.41;318.41;100.00;0.00;358.81;1183.00;100.00;;;;0.00
2018-01-06;13.33;16.79;20.85;100.00;0.00;2.29;10.37;100.00;0.00;2.58;11.27;100.00;-84.10;275.91;275.91;100.00;-85.80;274.20;274.20;100.00;0.00;363.23;1092.00;100.00;;;;0.00
2018-01-07;14.08;17.39;21.96;100.00;0.00;1.31;6.08;100.00;0.00;1.51;6.14;100.00;-130.31;229.69;229.69;100.00;-131.77;228.23;228.23;100.00;0.00;173.36;1444.00;100.00;;;;0.00
2018-01-08;15.11;18.34;22.30;100.00;0.00;1.73;7.74;100.00;0.00;2.01;8.25;100.00;-95.15;264.85;264.85;100.00;-94.55;265.45;265.45;100.00;0.00;325.74;1429.00;100.00;;;;0.00
2018-01-09;13.40;17.62;21.18;100.00;0.00;1.56;6.43;100.00;0.00;1.84;7.66;100.00;-110.40;249.60;249.60;100.00;-110.31;249.69;249.69;100.00;0.00;319.23;1608.00;100.00;;;;0.00
2018-01-10;14.88;17.34;21.34;100.00;0.00;1.87;5.47;100.00;0.00;2.20;6.08;100.00;-105.91;254.09;254.09;100.00;-106.65;253.35;253.35;100.00;0.00;160.70;1407.00;100.00;;;;0.00
2018-01-11;15.94;17.65;21.42;100.00;0.00;1.84;6.15;100.00;0.00;2.17;7.70;100.00;-129.66;230.34;230.34;100.00;-130.10;229.90;229.90;100.00;0.00;152.34;1617.00;100.00;;;;0.00
2018-01-12;14.56;15.99;18.69;100.00;0.00;1.73;5.96;100.00;0.00;2.03;6.45;100.00;-128.17;231.83;231.83;100.00;-128.45;231.55;231.55;100.00;0.00;57.15;389.10;100.00;;;;0.00
2018-01-13;14.67;17.33;22.13;100.00;0.00;1.46;6.12;100.00;0.00;1.76;7.06;100.00;-139.98;220.02;220.02;100.00;-139.95;220.05;220.05;100.00;0.00;176.37;1415.00;100.00;;;;0.00
2018-01-14;15.04;17.45;20.39;100.00;0.00;1.55;7.06;100.00;0.00;1.82;7.51;100.00;-127.70;232.31;232.31;100.00;-134.52;225.48;225.48;100.00;0.00;109.21;583.20;100.00;;;;0.00
2018-01-15;14.84;16.77;19.75;100.00;0.00;1.52;5.14;100.00;0.00;1.87;5.49;100.00;-143.36;216.64;216.64;100.00;-143.88;216.13;216.13;100.00;0.00;110.11;919.00;100.00;;;;0.00
2018-01-16;11.04;16.97;21.79;100.00;0.00;2.16;6.27;100.00;0.00;2.60;6.92;100.00;-78.79;281.21;281.21;100.00;-79.24;280.77;280.77;100.00;0.00;346.86;1100.00;100.00;;;;0.00
2018-01-17;11.88;16.86;21.69;100.00;0.00;1.85;6.96;100.00;0.00;2.11;7.80;100.00;-46.79;313.22;313.22;100.00;-50.06;309.95;309.95;100.00;0.00;339.56;1071.00;100.00;;;;0.00
2018-01-18;14.36;17.24;20.62;100.00;0.00;2.36;9.41;100.00;0.00;2.70;12.23;100.00;-71.47;288.53;288.53;100.00;-72.55;287.46;287.46;100.00;0.00;331.15;1070.00;100.00;;;;0.00
2018-01-19;14.97;16.85;20.12;100.00;0.00;1.95;6.15;100.00;0.00;2.32;6.78;100.00;-114.25;245.75;245.75;100.00;-114.10;245.90;245.90;100.00;0.00;130.37;893.00;100.00;;;;0.00
2018-01-20;13.97;16.40;18.45;100.00;0.00;1.39;6.59;100.00;0.00;1.58;6.61;100.00;-111.12;248.88;248.88;100.00;-112.71;247.29;247.29;100.00;0.00;124.29;491.70;100.00;;;;0.00
2018-01-21;12.86;17.66;21.99;100.00;0.00;1.43;7.92;100.00;0.00;1.66;8.68;100.00;-94.00;266.00;266.00;100.00;-94.12;265.88;265.88;100.00;0.00;269.18;1466.00;100.00;;;;0.00
2018-01-22;12.39;17.27;21.79;100.00;0.00;2.04;6.61;100.00;0.00;2.43;7.43;100.00;-88.08;271.92;271.92;100.00;-86.30;273.70;273.70;100.00;0.00;297.09;1618.00;100.00;;;;0.00
2018-01-23;13.60;18.01;22.60;100.00;0.00;2.08;7.15;100.00;0.00;2.48;7.74;100.00;-91.76;268.25;268.25;100.00;-92.31;267.69;267.69;100.00;0.00;336.19;1080.00;100.00;;;;0.00
2018-01-24;15.07;17.35;21.18;100.00;0.00;1.75;7.57;100.00;0.00;2.08;8.66;100.00;-131.09;228.91;228.91;100.00;-133.00;227.00;227.00;100.00;0.00;205.77;1515.00;100.00;;;;0.00
2018-01-25;15.95;17.73;22.13;100.00;0.00;2.05;6.15;100.00;0.00;2.34;6.82;100.00;-100.16;259.85;259.85;100.00;-101.18;258.82;258.82;100.00;0.00;271.73;1509.00;100.00;;;;0.00
2018-01-26;13.60;16.68;19.94;100.00;0.00;1.44;6.49;100.00;0.00;1.65;7.21;100.00;-82.38;277.63;277.63;100.00;-89.97;270.03;270.03;100.00;0.00;246.88;1592.00;100.00;;;;0.00
2018-01-27;11.12;16.61;21.72;100.00;0.00;1.46;6.86;100.00;0.00;1.63;7.84;100.00;-65.70;294.30;294.30;100.00;-78.77;281.23;281.23;100.00;0.00;330.65;1047.00;100.00;;;;0.00
2018-01-28;13.06;17.11;21.82;100.00;0.00;1.85;8.45;100.00;0.00;2.05;9.62;100.00;-49.12;310.88;310.88;100.00;-53.32;306.68;306.68;100.00;0.00;337.33;1045.00;100.00;;;;0.00
2018-01-29;14.40;16.55;19.94;100.00;0.00;2.87;7.33;100.00;0.00;3.27;8.39;100.00;-72.61;287.39;287.39;100.00;-72.33;287.67;287.67;100.00;0.00;290.90;1152.00;100.00;;;;0.00
2018-01-30;13.43;15.87;18.91;100.00;0.00;1.76;6.12;100.00;0.00;2.06;7.02;100.00;-99.36;260.64;260.64;100.00;-100.37;259.63;259.63;100.00;0.00;148.73;1167.00;100.00;;;;0.00
2018-01-31;11.22;15.98;20.61;100.00;0.00;1.78;6.70;100.00;0.00;2.08;7.96;100.00;-107.90;252.10;252.10;100.00;-115.06;244.94;244.94;100.00;0.00;334.18;1035.00;100.00;;;;0.00
2018-02-01;14.53;16.32;20.48;100.00;0.00;2.01;6.19;100.00;0.00;2.29;6.74;100.00;-100.71;259.30;259.30;100.00;-100.35;259.65;259.65;100.00;0.00;229.25;1568.00;100.00;;;;0.00
2018-02-02;14.67;16.96;21.12;100.00;0.00;1.85;7.45;100.00;0.00;2.16;7.74;100.00;-132.04;227.96;227.96;100.00;-132.07;227.93;227.93;100.00;0.00;248.33;1376.00;100.00;;;;0.00
2018-02-03;14.43;17.98;22.57;100.00;0.00;1.61;6.23;100.00;0.00;1.91;6.92;100.00;-159.18;200.82;200.82;100.00;-159.08;200.92;200.92;100.00;0.00;328.09;1013.00;100.00;;;;0.00
2018-02-04;15.24;18.06;22.94;100.00;0.00;1.41;6.70;100.00;0.00;1.67;7.41;100.00;-146.57;213.43;213.43;100.00;-151.47;208.53;208.53;100.00;0.00;280.27;1263.00;100.00;;;;0.00
2018-02-05;14.63;18.29;22.87;100.00;0.00;1.59;6.55;100.00;0.00;1.91;7.37;100.00;-129.97;230.03;230.03;100.00;-143.61;216.39;216.39;100.00;0.00;318.70;984.00;100.00;;;;0.00
2018-02-06;16.37;17.77;21.92;100.00;0.00;1.78;6.25;100.00;0.00;2.12;7.23;100.00;-146.50;213.50;213.50;100.00;-147.48;212.52;212.52;100.00;0.00;189.29;1328.00;100.00;;;;0.00
2018-02-07;15.27;17.91;22.03;100.00;0.00;2.04;6.57;100.00;0.00;2.37;7.47;100.00;-90.34;269.66;269.66;100.00;-95.04;264.96;264.96;100.00;0.00;221.88;1446.00;100.00;;;;0.00
2018-02-08;14.21;16.96;20.85;100.00;0.00;1.98;8.06;100.00;0.00;2.23;8.84;100.00;-72.20;287.80;287.80;100.00;-73.54;286.46;286.46;100.00;0.00;263.36;1125.00;100.00;;;;0.00
2018-02-09;13.30;17.50;22.30;100.00;0.00;1.77;9.55;100.00;0.00;2.03;10.35;100.00;-71.11;288.89;288.89;100.00;-77.10;282.90;282.90;100.00;0.00;320.03;1002.00;100.00;;;;0.00
2018-02-10;13.20;17.86;24.03;100.00;0.00;1.67;7.23;100.00;0.00;1.95;8.49;100.00;-107.93;252.07;252.07;100.00;-112.33;247.67;247.67;100.00;0.00;324.46;1011.00;100.00;;;;0.00
2018-02-11;12.69;16.64;21.46;100.00;0.00;2.09;9.76;100.00;0.00;2.40;10.49;100.00;-75.65;284.36;284.36;100.00;-83.34;276.66;276.66;100.00;0.00;326.50;1017.00;100.00;;;;0.00
2018-02-12;12.32;16.16;21.45;100.00;0.00;1.54;5.90;100.00;0.00;1.80;6.41;100.00;-113.40;246.61;246.61;100.00;-120.61;239.39;239.39;100.00;0.00;308.95;1016.00;100.00;;;;0.00
2018-02-13;14.60;16.92;20.34;100.00;0.00;1.34;6.37;100.00;0.00;1.55;7.17;100.00;-150.72;209.28;209.28;100.00;-150.83;209.17;209.17;100.00;0.00;129.59;1156.00;100.00;;;;0.00
2018-02-14;13.30;17.41;21.86;100.00;0.00;1.62;6.47;100.00;0.00;1.90;7.15;100.00;-139.90;220.10;220.10;100.00;-139.31;220.69;220.69;100.00;0.00;314.42;1003.00;100.00;;;;0.00
2018-02-15;14.86;16.94;21.22;100.00;0.00;1.64;5.63;100.00;0.00;1.94;6.76;100.00;-157.00;203.01;203.01;100.00;-157.64;202.36;202.36;100.00;0.00;218.44;1433.00;100.00;;;;0.00
