Station:;cgr;;;;;;;;;;;;;;;;;;;;;;;
Date range:;[2016-08-01,2021-08-01];;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
date;[Min]TA2;[Avg]TA2;[Max]TA2;[Data%]TA2;[Min]VV5;[Avg]VV5;[Max]VV5;[data%]VV5;[Min]VV10;[Avg]VV10;[Max]VV10;[Data%]VV10;[Min]DV5;[Avg]DV5;[Max]DV5;[data%]DV5;[Min]DV10;[Avg]DV10;[Max]DV10;[data%]DV10;[Min]RS;[Avg]RS;[Max]RS;[data%]RS
2017-07-13;8.08;10.87;14.41;100.00;0.00;1.90;6.92;100.00;0.00;2.27;7.04;100.00;119.03;119.03;119.03;100.00;129.42;129.42;129.42;100.00;0.00;162.71;637.20;100.00
2017-07-14;8.06;9.99;12.27;100.00;0.00;1.75;6.49;100.00;0.00;2.00;6.41;100.00;16.88;16.88;16.88;100.00;35.49;35.49;35.49;100.00;0.00;132.45;791.90;100.00
2017-07-15;5.27;8.07;12.79;100.00;0.00;1.94;6.15;100.00;0.00;2.65;7.41;100.00;146.45;146.45;146.45;100.00;176.81;176.81;176.81;100.00;0.00;95.13;834.00;100.00
2017-07-16;3.87;7.79;13.56;100.00;0.00;1.33;5.61;100.00;0.00;1.69;5.88;100.00;142.29;142.29;142.29;100.00;162.50;162.50;162.50;100.00;0.00;167.96;650.40;100.00
2017-07-17;6.52;12.15;19.01;100.00;0.00;1.39;5.06;100.00;0.00;1.87;7.51;100.00;124.13;124.13;124.13;100.00;131.50;131.50;131.50;100.00;0.00;174.63;673.90;100.00
2017-07-18;8.40;14.88;21.37;100.00;0.00;1.98;6.33;100.00;0.00;2.72;7.90;100.00;143.50;143.50;143.50;100.00;152.44;152.44;152.44;100.00;0.00;175.61;673.50;100.00
2017-07-19;12.65;17.80;22.94;100.00;0.00;1.51;4.84;100.00;0.00;2.11;6.27;100.00;133.87;133.87;133.87;100.00;139.83;139.83;139.83;100.00;0.00;174.06;722.60;100.00
2017-07-20;7.91;12.39;19.36;100.00;0.00;1.44;4.67;100.00;0.00;1.76;5.53;100.00;-143.25;216.75;216.75;100.00;-131.32;228.68;228.68;100.00;0.00;94.55;658.40;100.00
2017-07-21;7.09;8.50;10.13;100.00;0.00;0.79;3.39;100.00;0.00;0.93;3.35;100.00;98.87;98.87;98.87;100.00;110.42;110.42;110.42;100.00;0.00;38.31;195.10;100.00
2017-07-22;8.16;9.78;11.94;100.00;0.00;1.56;5.27;100.00;0.00;1.98;6.43;100.00;21.35;21.35;21.35;100.00;51.26;51.26;51.26;100.00;0.00;52.38;375.20;100.00
2017-07-23;8.58;10.99;13.94;100.00;0.00;2.10;7.35;100.00;0.00;2.72;7.39;100.00;-167.50;192.50;192.50;100.00;-159.54;200.46;200.46;100.00;0.00;164.79;632.70;100.00
2017-07-24;8.63;12.95;18.82;100.00;0.00;1.17;4.08;100.00;0.00;1.59;4.70;100.00;131.32;131.32;131.32;100.00;144.50;144.50;144.50;100.00;0.00;171.24;649.90;100.00
2017-07-25;8.24;11.52;16.95;100.00;0.00;1.91;7.25;100.00;0.00;2.40;7.64;100.00;166.03;166.03;166.03;100.00;164.33;164.33;164.33;100.00;0.00;78.82;458.90;100.00
2017-07-26;10.36;15.89;21.18;100.00;0.00;1.33;4.94;100.00;0.00;1.65;6.55;100.00;81.66;81.66;81.66;100.00;88.62;88.62;88.62;100.00;0.00;181.99;683.30;100.00
2017-07-27;7.09;8.12;11.28;100.00;0.00;1.43;3.94;100.00;0.00;1.66;4.98;100.00;-78.38;281.62;281.62;100.00;-70.22;289.79;289.79;100.00;0.00;50.42;252.00;100.00
2017-07-28;6.47;8.86;12.69;100.00;0.00;1.09;5.76;100.00;0.00;1.28;5.86;100.00;-115.39;244.61;244.61;100.00;165.84;165.84;165.84;100.00;0.00;114.84;915.00;100.00
2017-07-29;8.41;11.07;14.65;100.00;0.00;1.12;4.55;100.00;0.00;1.33;4.57;100.00;69.14;69.14;69.14;100.00;83.13;83.13;83.13;100.00;0.00;160.92;789.10;100.00
2017-07-30;8.60;11.09;15.06;100.00;0.00;1.20;5.39;100.00;0.00;1.38;5.94;100.00;146.76;146.76;146.76;100.00;149.86;149.86;149.86;100.00;0.00;162.46;999.00;100.00
2017-07-31;7.18;8.44;11.88;100.00;0.00;1.80;5.57;100.00;0.00;2.02;6.31;100.00;-39.46;320.54;320.54;100.00;-29.59;330.41;330.41;100.00;0.00;31.96;187.20;100.00
2017-08-01;6.47;8.38;11.80;100.00;0.00;2.23;6.63;100.00;0.00;2.46;6.61;100.00;-46.46;313.54;313.54;100.00;-37.42;322.58;322.58;100.00;0.00;109.49;1010.00;100.00
2017-08-02;5.96;11.83;21.57;100.00;0.00;1.64;6.02;100.00;0.00;2.44;9.19;100.00;106.37;106.37;106.37;100.00;112.42;112.42;112.42;100.00;0.00;191.73;712.70;100.00
2017-08-03;6.71;8.79;14.05;100.00;0.00;2.14;7.49;100.00;0.00;2.49;8.09;100.00;-58.82;301.18;301.18;100.00;-46.62;313.38;313.38;100.00;0.00;63.94;369.80;100.00
2017-08-04;6.52;8.66;12.35;100.00;0.00;1.85;7.80;100.00;0.00;2.15;7.59;100.00;-80.29;279.71;279.71;100.00;-76.00;284.00;284.00;100.00;0.00;151.37;867.00;100.00
2017-08-05;6.71;8.83;12.77;100.00;0.00;1.69;7.88;100.00;0.00;1.95;8.33;100.00;-102.94;257.06;257.06;100.00;-137.77;222.23;222.23;100.00;0.00;167.92;848.00;100.00
2017-08-06;7.89;11.55;16.30;100.00;0.00;1.78;7.17;100.00;0.00;1.96;7.15;100.00;33.11;33.11;33.11;100.00;40.23;40.23;40.23;100.00;0.00;197.08;727.90;100.00
2017-08-07;7.60;9.84;13.70;100.00;0.00;2.13;6.86;100.00;0.00;2.60;10.92;100.00;-79.44;280.56;280.56;100.00;-74.72;285.29;285.29;100.00;0.00;159.68;983.00;100.00
2017-08-08;8.29;13.36;18.63;100.00;0.00;1.72;5.94;100.00;0.00;2.17;6.06;100.00;93.00;93.00;93.00;100.00;90.91;90.91;90.91;100.00;0.00;188.45;740.40;100.00
2017-08-09;7.13;9.67;13.80;100.00;0.00;2.84;8.92;100.00;0.00;3.26;9.80;100.00;-7.72;352.28;352.28;100.00;4.88;4.88;4.88;100.00;0.00;167.41;955.00;100.00
2017-08-10;7.82;10.49;14.51;100.00;0.00;2.45;8.08;100.00;0.00;3.12;9.66;100.00;-23.95;336.05;336.05;100.00;-9.47;350.53;350.53;100.00;0.00;113.93;722.60;100.00
2017-08-11;6.71;8.24;11.79;100.00;0.00;1.77;6.68;100.00;0.00;2.47;6.63;100.00;61.05;61.05;61.05;100.00;75.67;75.67;75.67;100.00;0.00;77.21;575.30;100.00
2017-08-12;6.28;8.60;12.63;100.00;0.00;2.31;7.94;100.00;0.00;2.86;8.25;100.00;89.16;89.16;89.16;100.00;82.08;82.08;82.08;100.00;0.00;184.96;854.00;100.00
2017-08-13;5.34;10.99;15.99;100.00;0.00;1.86;6.90;100.00;0.00;2.30;6.96;100.00;155.74;155.74;155.74;100.00;166.22;166.22;166.22;100.00;0.00;206.26;746.50;100.00
2017-08-14;9.99;13.02;17.59;100.00;0.00;1.57;6.00;100.00;0.00;1.95;6.14;100.00;87.15;87.15;87.15;100.00;97.09;97.09;97.09;100.00;0.00;213.38;771.20;100.00
2017-08-15;8.63;12.36;16.83;100.00;0.00;1.24;4.41;100.00;0.00;1.38;4.57;100.00;-17.63;342.37;342.37;100.00;8.18;8.18;8.18;100.00;0.00;208.37;874.00;100.00
2017-08-16;7.46;9.38;14.08;100.00;0.00;2.01;7.39;100.00;0.00;2.29;7.29;100.00;-13.23;346.77;346.77;100.00;25.21;25.21;25.21;100.00;0.00;132.22;973.00;100.00
2017-08-17;7.32;10.25;15.83;100.00;0.00;1.53;5.78;100.00;0.00;1.86;7.37;100.00;154.15;154.15;154.15;100.00;162.84;162.84;162.84;100.00;0.00;185.18;1077.00;100.00
2017-08-18;7.55;8.44;12.02;100.00;0.00;1.81;5.49;100.00;0.00;2.17;6.82;100.00;-53.11;306.89;306.89;100.00;-47.64;312.36;312.36;100.00;0.00;55.67;568.30;100.00
2017-08-19;7.04;10.69;14.79;100.00;0.00;1.72;6.64;100.00;0.00;1.96;6.66;100.00;6.53;6.53;6.53;100.00;31.55;31.55;31.55;100.00;0.00;208.84;976.00;100.00
2017-08-20;10.75;16.12;20.77;100.00;0.00;1.71;6.02;100.00;0.00;2.19;7.41;100.00;126.37;126.37;126.37;100.00;133.86;133.86;133.86;100.00;0.00;221.65;835.00;100.00
2017-08-21;8.66;14.62;24.64;100.00;0.00;2.06;5.65;100.00;0.00;2.47;7.47;100.00;-98.86;261.15;261.15;100.00;-79.52;280.48;280.48;100.00;0.00;222.12;808.00;100.00
2017-08-22;7.82;9.34;12.60;100.00;0.00;2.18;6.31;100.00;0.00;2.35;6.49;100.00;-53.90;306.10;306.10;100.00;-43.61;316.39;316.39;100.00;0.00;81.81;729.40;100.00
2017-08-23;7.42;9.29;12.69;100.00;0.00;2.61;7.31;100.00;0.00;3.04;7.61;100.00;-100.63;259.37;259.37;100.00;-96.98;263.02;263.02;100.00;0.00;180.98;980.00;100.00
2017-08-24;7.92;8.92;11.00;100.00;0.00;1.57;5.90;100.00;0.00;1.74;6.12;100.00;-46.71;313.29;313.29;100.00;-35.24;324.76;324.76;100.00;0.00;69.02;462.50;100.00
2017-08-25;7.32;9.74;14.55;100.00;0.00;1.92;9.02;100.00;0.00;2.17;9.33;100.00;-16.13;343.87;343.87;100.00;-0.22;359.78;359.78;100.00;0.00;202.72;1131.00;100.00
2017-08-26;6.95;10.39;14.79;100.00;0.00;2.21;8.47;100.00;0.00;2.41;8.39;100.00;12.82;12.82;12.82;100.00;23.91;23.91;23.91;100.00;0.00;233.27;826.00;100.00
2017-08-27;7.28;9.01;13.47;100.00;0.00;1.99;7.57;100.00;0.00;2.13;7.92;100.00;-40.56;319.44;319.44;100.00;-28.98;331.02;331.02;100.00;0.00;128.56;1287.00;100.00
2017-08-28;6.24;9.69;14.46;100.00;0.00;2.36;9.25;100.00;0.00;2.66;9.58;100.00;-15.19;344.81;344.81;100.00;-15.94;344.06;344.06;100.00;0.00;229.30;824.00;100.00
2017-08-29;6.76;10.90;16.28;100.00;0.00;2.21;8.29;100.00;0.00;2.49;8.43;100.00;-34.29;325.71;325.71;100.00;-25.03;334.97;334.97;100.00;0.00;236.27;838.00;100.00
2017-08-30;8.36;11.19;15.66;100.00;0.00;1.74;7.55;100.00;0.00;1.91;7.37;100.00;26.99;26.99;26.99;100.00;32.93;32.93;32.93;100.00;0.00;231.25;861.00;100.00
2017-08-31;7.23;8.60;11.99;100.00;0.00;1.77;6.49;100.00;0.00;1.96;6.41;100.00;-77.12;282.88;282.88;100.00;-72.76;287.24;287.24;100.00;0.00;99.16;621.20;100.00
2017-09-01;7.04;8.87;13.59;100.00;0.00;1.85;8.37;100.00;0.00;2.19;9.31;100.00;-80.44;279.56;279.56;100.00;-82.46;277.54;277.54;100.00;0.00;134.25;1248.00;100.00
2017-09-02;6.99;10.22;13.94;100.00;0.00;2.83;9.43;100.00;0.00;3.16;9.55;100.00;22.17;22.17;22.17;100.00;39.54;39.54;39.54;100.00;0.00;225.75;950.00;100.00
2017-09-03;8.15;10.02;13.97;100.00;0.00;2.18;7.21;100.00;0.00;2.39;7.64;100.00;-46.46;313.54;313.54;100.00;-35.91;324.10;324.10;100.00;0.00;110.61;891.00;100.00
2017-09-04;7.33;12.37;18.78;100.00;0.00;1.74;7.35;100.00;0.00;2.05;7.49;100.00;132.09;132.09;132.09;100.00;148.30;148.30;148.30;100.00;0.00;255.73;891.00;100.00
2017-09-05;11.23;14.31;17.56;100.00;0.00;1.95;7.13;100.00;0.00;2.23;7.23;100.00;9.52;9.52;9.52;100.00;16.70;16.70;16.70;100.00;0.00;246.30;920.00;100.00
2017-09-06;7.53;10.49;13.37;100.00;0.00;2.81;8.45;100.00;0.00;3.07;8.82;100.00;-17.82;342.18;342.18;100.00;-5.40;354.60;354.60;100.00;0.00;206.97;1131.00;100.00
2017-09-07;6.80;8.69;12.07;100.00;0.00;1.95;6.37;100.00;0.00;2.12;6.66;100.00;-65.14;294.86;294.86;100.00;-54.16;305.85;305.85;100.00;0.00;90.11;903.00;100.00
2017-09-08;7.54;9.82;14.79;100.00;0.00;2.47;10.02;100.00;0.00;2.64;10.13;100.00;-42.58;317.42;317.42;100.00;-32.69;327.31;327.31;100.00;0.00;207.92;1106.00;100.00
2017-09-09;7.23;8.43;10.32;100.00;0.00;1.52;5.70;100.00;0.00;1.65;5.72;100.00;-33.17;326.83;326.83;100.00;-22.92;337.08;337.08;100.00;0.00;60.15;333.30;100.00
2017-09-10;6.76;10.00;14.84;100.00;0.00;2.58;9.86;100.00;0.00;2.83;9.58;100.00;-24.08;335.92;335.92;100.00;-13.47;346.53;346.53;100.00;0.00;247.31;888.00;100.00
2017-09-11;7.41;9.79;13.42;100.00;0.00;3.13;9.39;100.00;0.00;3.43;10.37;100.00;-12.61;347.39;347.39;100.00;1.50;1.50;1.50;100.00;0.00;262.22;908.00;100.00
2017-09-12;7.23;9.56;13.94;100.00;0.00;2.95;9.23;100.00;0.00;3.20;9.88;100.00;-44.65;315.35;315.35;100.00;-33.04;326.96;326.96;100.00;0.00;236.88;1199.00;100.00
2017-09-13;6.12;9.50;14.08;100.00;0.00;2.67;10.04;100.00;0.00;3.00;11.05;100.00;-97.88;262.12;262.12;100.00;-98.76;261.25;261.25;100.00;0.00;263.27;901.00;100.00
2017-09-14;7.94;11.77;17.59;100.00;0.00;2.76;9.39;100.00;0.00;3.10;9.82;100.00;97.07;97.07;97.07;100.00;103.77;103.77;103.77;100.00;0.00;271.40;922.00;100.00
2017-09-15;9.02;14.17;19.48;100.00;0.00;1.31;3.90;100.00;0.00;1.57;4.74;100.00;137.16;137.16;137.16;100.00;142.36;142.36;142.36;100.00;0.00;276.95;941.00;100.00
2017-09-16;7.58;11.30;16.99;100.00;0.00;2.37;8.21;100.00;0.00;2.96;9.78;100.00;-96.07;263.93;263.93;100.00;-84.84;275.16;275.16;100.00;0.00;111.30;592.70;100.00
2017-09-17;7.96;9.20;11.80;100.00;0.00;1.61;6.74;100.00;0.00;1.76;6.64;100.00;-57.45;302.55;302.55;100.00;-49.78;310.22;310.22;100.00;0.00;70.81;567.90;100.00
2017-09-18;7.78;8.78;10.18;100.00;0.00;1.96;5.21;100.00;0.00;2.21;5.80;100.00;-48.80;311.20;311.20;100.00;-41.75;318.25;318.25;100.00;0.00;51.21;291.40;100.00
2017-09-19;7.36;9.52;13.78;100.00;0.00;2.13;6.45;100.00;0.00;2.40;7.00;100.00;-76.65;283.35;283.35;100.00;-68.29;291.71;291.71;100.00;0.00;137.90;1295.00;100.00
2017-09-20;7.42;11.38;17.40;100.00;0.00;2.51;9.00;100.00;0.00;2.82;9.84;100.00;65.95;65.95;65.95;100.00;71.27;71.27;71.27;100.00;0.00;281.21;943.00;100.00
2017-09-21;8.26;12.99;19.19;100.00;0.00;2.10;8.39;100.00;0.00;2.51;8.13;100.00;102.07;102.07;102.07;100.00;118.09;118.09;118.09;100.00;0.00;284.56;950.00;100.00
2017-09-22;7.94;10.62;14.33;100.00;0.00;2.20;7.64;100.00;0.00;2.59;7.84;100.00;-94.75;265.25;265.25;100.00;-71.69;288.31;288.31;100.00;0.00;164.67;935.00;100.00
2017-09-23;7.88;9.22;10.55;100.00;0.00;2.02;7.43;100.00;0.00;2.43;7.80;100.00;-104.97;255.04;255.04;100.00;-107.86;252.14;252.14;100.00;0.00;64.27;265.30;100.00
2017-09-24;8.43;9.62;12.03;100.00;0.00;1.91;6.90;100.00;0.00;2.17;7.29;100.00;-26.60;333.40;333.40;100.00;-10.40;349.60;349.60;100.00;0.00;77.94;439.30;100.00
2017-09-25;7.41;14.35;21.99;100.00;0.00;1.46;4.68;100.00;0.00;1.70;6.10;100.00;58.97;58.97;58.97;100.00;68.58;68.58;68.58;100.00;0.00;290.07;1111.00;100.00
2017-09-26;8.05;12.15;15.89;100.00;0.00;2.17;8.19;100.00;0.00;2.54;8.45;100.00;175.93;175.93;175.93;100.00;-168.78;191.23;191.23;100.00;0.00;219.16;1132.00;100.00
2017-09-27;8.05;9.06;12.07;100.00;0.00;1.67;5.76;100.00;0.00;1.84;6.04;100.00;-71.71;288.30;288.30;100.00;-65.70;294.30;294.30;100.00;0.00;60.18;392.70;100.00
2017-09-28;8.34;10.01;16.85;100.00;0.00;1.94;8.43;100.00;0.00;2.19;8.72;100.00;-56.79;303.21;303.21;100.00;-34.69;325.31;325.31;100.00;0.00;132.99;906.00;100.00
2017-09-29;8.33;13.63;19.71;100.00;0.00;1.67;5.47;100.00;0.00;2.01;6.55;100.00;159.31;159.31;159.31;100.00;175.65;175.65;175.65;100.00;0.00;255.25;1027.00;100.00
2017-09-30;10.60;14.23;18.81;100.00;0.00;2.05;10.35;100.00;0.00;2.17;10.39;100.00;-0.83;359.17;359.17;100.00;12.65;12.65;12.65;100.00;0.00;225.21;1240.00;100.00
2017-10-01;8.58;11.78;17.45;100.00;0.00;3.00;9.96;100.00;0.00;3.19;10.11;100.00;-26.31;333.69;333.69;100.00;-12.89;347.11;347.11;100.00;0.00;282.92;1254.00;100.00
2017-10-02;8.55;13.21;16.78;100.00;0.00;1.96;8.64;100.00;0.00;2.17;8.90;100.00;22.62;22.62;22.62;100.00;32.00;32.00;32.00;100.00;0.00;300.36;1142.00;100.00
2017-10-03;11.51;18.28;22.61;100.00;0.00;1.57;4.90;100.00;0.00;1.89;6.39;100.00;163.91;163.91;163.91;100.00;168.06;168.06;168.06;100.00;0.00;300.97;1010.00;100.00
2017-10-04;8.34;12.14;17.47;100.00;0.00;2.92;8.72;100.00;0.00;3.13;8.92;100.00;-22.95;337.05;337.05;100.00;-13.19;346.81;346.81;100.00;0.00;229.82;1274.00;100.00
2017-10-05;7.68;11.94;16.53;100.00;0.00;3.02;10.51;100.00;0.00;3.62;10.60;100.00;-21.43;338.57;338.57;100.00;-4.18;355.82;355.82;100.00;0.00;290.67;1008.00;100.00
2017-10-06;9.30;13.34;18.42;100.00;0.00;2.12;6.94;100.00;0.00;2.34;7.04;100.00;49.85;49.85;49.85;100.00;67.50;67.50;67.50;100.00;0.00;312.37;1022.00;100.00
2017-10-07;8.73;9.67;11.73;100.00;0.00;2.45;7.62;100.00;0.00;2.79;7.98;100.00;-46.35;313.65;313.65;100.00;-33.10;326.90;326.90;100.00;0.00;78.81;542.20;100.00
2017-10-08;8.46;11.45;15.69;100.00;0.00;2.71;8.41;100.00;0.00;2.96;9.66;100.00;-36.99;323.01;323.01;100.00;-28.48;331.53;331.53;100.00;0.00;313.90;1028.00;100.00
2017-10-09;8.04;10.64;14.29;100.00;0.00;2.66;9.80;100.00;0.00;2.78;10.13;100.00;-18.95;341.05;341.05;100.00;-3.50;356.50;356.50;100.00;0.00;315.53;1160.00;100.00
2017-10-10;7.58;9.70;14.77;100.00;0.00;2.96;7.96;100.00;0.00;3.14;8.41;100.00;-43.92;316.08;316.08;100.00;-30.45;329.55;329.55;100.00;0.00;176.42;1377.00;100.00
2017-10-11;6.31;9.38;15.85;100.00;0.00;3.68;10.49;100.00;0.00;3.99;11.15;100.00;-33.50;326.50;326.50;100.00;-22.77;337.23;337.23;100.00;0.00;237.06;1344.00;100.00
2017-10-12;5.44;10.42;17.42;100.00;0.00;2.60;9.86;100.00;0.00;2.88;10.47;100.00;-21.86;338.14;338.14;100.00;-5.38;354.62;354.62;100.00;0.00;329.57;1055.00;100.00
2017-10-13;7.99;11.59;15.82;100.00;0.00;2.75;8.86;100.00;0.00;2.99;9.33;100.00;8.43;8.43;8.43;100.00;21.16;21.16;21.16;100.00;0.00;334.35;1071.00;100.00
2017-10-14;7.16;9.88;13.92;100.00;0.00;2.24;8.86;100.00;0.00;2.43;8.96;100.00;-64.33;295.67;295.67;100.00;-54.87;305.13;305.13;100.00;0.00;269.62;1449.00;100.00
2017-10-15;6.73;10.18;16.68;100.00;0.00;2.43;8.41;100.00;0.00;2.64;8.94;100.00;-49.73;310.27;310.27;100.00;-37.29;322.71;322.71;100.00;0.00;329.07;1346.00;100.00
2017-10-16;8.13;10.31;15.14;100.00;0.00;2.67;9.39;100.00;0.00;2.86;9.64;100.00;-42.95;317.05;317.05;100.00;-32.69;327.31;327.31;100.00;0.00;215.90;1493.00;100.00
2017-10-17;7.63;11.18;16.08;100.00;0.00;2.03;8.41;100.00;0.00;2.19;8.80;100.00;-40.13;319.87;319.87;100.00;-35.76;324.24;324.24;100.00;0.00;307.95;1068.00;100.00
2017-10-18;8.36;12.88;17.77;100.00;0.00;1.90;7.57;100.00;0.00;2.07;7.62;100.00;-31.95;328.05;328.05;100.00;-18.26;341.74;341.74;100.00;0.00;301.71;1201.00;100.00
2017-10-19;9.48;15.35;22.33;100.00;0.00;1.80;6.90;100.00;0.00;2.03;6.84;100.00;-138.37;221.64;221.64;100.00;-103.52;256.49;256.49;100.00;0.00;344.39;1068.00;100.00
2017-10-20;8.88;11.29;14.77;100.00;0.00;2.39;8.62;100.00;0.00;2.56;8.92;100.00;-42.76;317.24;317.24;100.00;-31.02;328.98;328.98;100.00;0.00;217.22;1300.00;100.00
2017-10-21;10.40;13.86;20.63;100.00;0.00;2.06;8.43;100.00;0.00;2.31;8.82;100.00;-150.14;209.86;209.86;100.00;-138.50;221.50;221.50;100.00;0.00;339.08;1060.00;100.00
2017-10-22;8.97;12.59;15.97;100.00;0.00;1.91;8.92;100.00;0.00;2.00;9.21;100.00;-31.14;328.86;328.86;100.00;-2.80;357.20;357.20;100.00;0.00;318.93;1258.00;100.00
2017-10-23;9.06;12.63;19.54;100.00;0.00;2.61;9.53;100.00;0.00;3.00;10.27;100.00;-133.70;226.30;226.30;100.00;-93.51;266.49;266.49;100.00;0.00;209.61;1078.00;100.00
2017-10-24;9.30;12.33;17.57;100.00;0.00;2.17;9.17;100.00;0.00;2.30;9.41;100.00;-66.31;293.69;293.69;100.00;-68.42;291.58;291.58;100.00;0.00;327.37;1092.00;100.00
2017-10-25;8.22;10.35;15.74;100.00;0.00;3.15;9.72;100.00;0.00;3.27;9.88;100.00;-26.96;333.04;333.04;100.00;-14.63;345.37;345.37;100.00;0.00;266.16;1432.00;100.00
2017-10-26;8.78;10.23;14.34;100.00;0.00;2.57;7.68;100.00;0.00;2.76;8.17;100.00;-41.79;318.21;318.21;100.00;-30.25;329.75;329.75;100.00;0.00;135.44;1173.00;100.00
2017-10-27;8.23;10.12;14.56;100.00;0.00;2.81;11.60;100.00;0.00;3.10;11.52;100.00;-37.00;323.00;323.00;100.00;-24.57;335.43;335.43;100.00;0.00;182.61;1414.00;100.00
2017-10-28;8.43;9.53;11.95;100.00;0.00;2.18;6.59;100.00;0.00;2.30;6.86;100.00;-42.16;317.84;317.84;100.00;-31.30;328.70;328.70;100.00;0.00;112.77;905.00;100.00
2017-10-29;7.91;10.38;14.81;100.00;0.00;3.00;10.78;100.00;0.00;3.22;11.76;100.00;-4.40;355.60;355.60;100.00;7.34;7.34;7.34;100.00;0.00;343.91;1268.00;100.00
2017-10-30;8.34;11.72;15.55;100.00;0.00;2.56;10.56;100.00;0.00;2.75;10.90;100.00;-17.29;342.71;342.71;100.00;-2.71;357.29;357.29;100.00;0.00;362.77;1103.00;100.00
2017-10-31;7.63;10.91;14.25;100.00;0.00;2.79;9.41;100.00;0.00;3.08;9.41;100.00;-119.88;240.12;240.12;100.00;-103.53;256.47;256.47;100.00;0.00;342.65;1396.00;100.00
2017-11-01;8.58;11.64;17.28;100.00;0.00;2.90;9.96;100.00;0.00;3.24;10.00;100.00;-51.86;308.14;308.14;100.00;-49.93;310.07;310.07;100.00;0.00;358.02;1114.00;100.00
2017-11-02;9.59;13.03;17.33;100.00;0.00;2.51;10.78;100.00;0.00;2.76;11.43;100.00;-50.77;309.23;309.23;100.00;-51.18;308.82;308.82;100.00;0.00;332.06;1193.00;100.00
2017-11-03;10.25;13.21;17.80;100.00;0.00;2.11;9.33;100.00;0.00;2.27;9.07;100.00;-39.16;320.84;320.84;100.00;-26.98;333.02;333.02;100.00;0.00;232.12;1631.00;100.00
2017-11-04;9.35;12.57;20.10;100.00;0.00;2.55;12.41;100.00;0.00;2.93;12.90;100.00;89.46;89.46;89.46;100.00;96.00;96.00;96.00;100.00;0.00;194.07;1302.00;100.00
2017-11-05;10.70;13.70;17.05;100.00;0.00;2.29;11.03;100.00;0.00;2.49;11.51;100.00;28.79;28.79;28.79;100.00;40.24;40.24;40.24;100.00;0.00;352.85;1202.00;100.00
2017-11-06;10.06;11.68;15.76;100.00;0.00;2.59;10.05;100.00;0.00;2.86;9.51;100.00;-33.80;326.20;326.20;100.00;-19.38;340.62;340.62;100.00;0.00;185.96;1510.00;100.00
2017-11-07;10.34;11.60;13.73;100.00;0.00;2.18;8.62;100.00;0.00;2.41;8.86;100.00;-35.50;324.50;324.50;100.00;-21.56;338.44;338.44;100.00;0.00;145.03;1309.00;100.00
2017-11-08;10.44;14.99;21.64;100.00;0.00;1.71;7.13;100.00;0.00;2.05;6.90;100.00;147.13;147.13;147.13;100.00;163.77;163.77;163.77;100.00;0.00;348.88;1087.00;100.00
2017-11-09;13.62;18.40;23.81;100.00;0.00;1.66;6.70;100.00;0.00;1.86;6.55;100.00;-50.55;309.45;309.45;100.00;-46.27;313.73;313.73;100.00;0.00;362.29;1087.00;100.00
2017-11-10;10.83;16.52;22.87;100.00;0.00;2.91;10.88;100.00;0.00;3.04;11.17;100.00;-52.67;307.33;307.33;100.00;-40.52;319.48;319.48;100.00;0.00;368.05;1126.00;100.00
2017-11-11;10.47;11.96;16.39;100.00;0.00;2.39;7.37;100.00;0.00;2.57;7.66;100.00;-65.72;294.28;294.28;100.00;-61.05;298.96;298.96;100.00;0.00;147.92;1023.00;100.00
2017-11-12;9.77;12.18;16.44;100.00;0.00;2.79;9.29;100.00;0.00;2.95;9.37;100.00;-50.22;309.78;309.78;100.00;-40.25;319.76;319.76;100.00;0.00;215.62;1262.00;100.00
2017-11-13;10.20;12.19;17.00;100.00;0.00;2.74;9.31;100.00;0.00;2.94;9.47;100.00;-29.63;330.37;330.37;100.00;-16.10;343.91;343.91;100.00;0.00;246.46;1504.00;100.00
2017-11-14;10.39;12.10;15.61;100.00;0.00;2.83;9.35;100.00;0.00;3.09;9.58;100.00;-43.84;316.16;316.16;100.00;-32.83;327.17;327.17;100.00;0.00;144.86;1673.00;100.00
2017-11-15;10.29;12.39;16.21;100.00;0.00;2.95;8.92;100.00;0.00;3.09;9.27;100.00;-30.98;329.02;329.02;100.00;-19.28;340.72;340.72;100.00;0.00;212.11;1533.00;100.00
2017-11-16;9.16;12.85;16.67;100.00;0.00;3.31;10.25;100.00;0.00;3.52;11.02;100.00;-47.60;312.40;312.40;100.00;-36.87;323.13;323.13;100.00;0.00;365.60;1290.00;100.00
2017-11-17;8.61;11.41;15.45;100.00;0.00;3.62;9.84;100.00;0.00;3.83;10.62;100.00;-35.02;324.99;324.99;100.00;-23.50;336.50;336.50;100.00;0.00;335.54;1408.00;100.00
2017-11-18;8.88;11.50;15.59;100.00;0.00;2.63;10.86;100.00;0.00;2.85;11.70;100.00;-66.29;293.72;293.72;100.00;-56.01;303.99;303.99;100.00;0.00;219.92;1520.00;100.00
2017-11-19;9.07;12.58;16.31;100.00;0.00;2.35;8.94;100.00;0.00;2.53;9.51;100.00;-7.76;352.24;352.24;100.00;7.76;7.76;7.76;100.00;0.00;371.43;1108.00;100.00
