Station:;lsc;;;;;;;;;;;
Date range:;[2016-08-01,2021-08-01];;;;;;;;;;;
;;;;;;;;;;;;
date;[Min]VV;[Avg]VV;[Max]VV;[data%]VV;[Min]DV;[Avg]DV;[Max]DV;[data%]DV;[Min]RS2;[Avg]RS2;[Max]RS2;[data%]RS2
2018-11-20;0.00;1.70;7.11;100.00;-89.52;270.48;270.48;100.00;0.00;264.76;1384.00;100.00
2018-11-21;0.00;1.74;7.97;100.00;-69.82;290.18;290.18;100.00;0.00;240.80;1272.00;100.00
2018-11-22;0.00;1.91;6.70;100.00;-58.53;301.47;301.47;100.00;0.00;300.37;1405.00;100.00
2018-11-23;0.00;1.72;6.49;100.00;-49.87;310.13;310.13;100.00;0.00;220.88;1419.00;100.00
2018-11-24;0.00;1.53;6.50;100.00;-84.18;275.82;275.82;100.00;0.00;199.48;1269.00;100.00
2018-11-25;0.00;1.71;6.59;100.00;-74.48;285.52;285.52;100.00;0.00;211.20;1215.00;100.00
2018-11-26;0.00;1.58;7.43;100.00;-102.25;257.75;257.75;100.00;0.00;267.74;1305.00;100.00
2018-11-27;0.00;1.46;6.83;100.00;-72.70;287.30;287.30;100.00;0.00;204.26;1201.00;100.00
2018-11-28;0.00;1.38;6.12;100.00;-66.53;293.47;293.47;100.00;0.00;147.50;608.70;100.00
2018-11-29;0.00;1.40;5.61;100.00;-54.26;305.74;305.74;100.00;0.00;206.61;1067.00;100.00
2018-11-30;0.00;1.85;6.94;100.00;-68.79;291.21;291.21;100.00;0.00;269.61;1452.00;100.00
2018-12-01;0.00;1.38;5.46;100.00;-73.52;286.48;286.48;100.00;0.00;148.05;1413.00;100.00
2018-12-02;0.00;1.63;5.77;100.00;-91.39;268.61;268.61;100.00;0.00;197.84;986.00;100.00
2018-12-03;0.00;1.34;6.02;100.00;-70.15;289.85;289.85;100.00;0.00;230.24;1198.00;100.00
2018-12-04;0.00;2.21;7.11;100.00;-20.50;339.50;339.50;100.00;0.00;353.98;1589.00;100.00
2018-12-05;0.00;2.07;7.10;100.00;-33.85;326.15;326.15;100.00;0.00;374.68;1125.00;100.00
2018-12-06;0.00;1.74;6.73;100.00;-57.82;302.18;302.18;100.00;0.00;373.18;1286.00;100.00
2018-12-07;0.00;1.96;7.57;100.00;-80.00;280.00;280.00;100.00;0.00;335.41;1123.00;100.00
2018-12-08;0.00;1.99;6.52;100.00;-3.92;356.08;356.08;100.00;0.00;379.78;1141.00;100.00
2018-12-09;0.00;1.60;5.31;100.00;-18.85;341.15;341.15;100.00;0.00;381.49;1138.00;100.00
2018-12-10;0.00;1.86;6.06;100.00;-84.15;275.85;275.85;100.00;0.00;378.53;1133.00;100.00
2018-12-11;0.00;1.58;6.14;100.00;-9.41;350.59;350.59;100.00;0.00;379.71;1145.00;100.00
2018-12-12;0.00;1.62;6.44;100.00;-25.21;334.79;334.79;100.00;0.00;373.45;1275.00;100.00
2018-12-13;0.00;2.17;7.32;100.00;-26.97;333.04;333.04;100.00;0.00;358.58;1166.00;100.00
2018-12-14;0.00;1.62;5.57;100.00;-33.29;326.71;326.71;100.00;0.00;392.43;1146.00;100.00
2018-12-15;0.00;1.99;6.80;100.00;-112.96;247.04;247.04;100.00;0.00;388.90;1133.00;100.00
2018-12-16;0.00;1.55;6.60;100.00;-78.04;281.96;281.96;100.00;0.00;350.79;1252.00;100.00
2018-12-17;0.00;1.66;7.35;100.00;-84.10;275.90;275.90;100.00;0.00;304.24;1646.00;100.00
2018-12-18;0.00;1.82;6.80;100.00;-82.22;277.78;277.78;100.00;0.00;281.79;1316.00;100.00
2018-12-19;0.00;1.91;7.29;100.00;-83.81;276.19;276.19;100.00;0.00;313.98;1278.00;100.00
2018-12-20;0.00;1.48;6.53;100.00;-57.99;302.01;302.01;100.00;0.00;214.70;1285.00;100.00
2018-12-21;0.00;1.53;6.37;100.00;-90.05;269.96;269.96;100.00;0.00;224.68;1091.00;100.00
2018-12-22;0.00;1.75;6.30;100.00;-77.94;282.06;282.06;100.00;0.00;251.03;1237.00;100.00
2018-12-23;0.00;1.57;7.07;100.00;-81.00;279.00;279.00;100.00;0.00;352.56;1271.00;100.00
2018-12-24;0.00;1.38;5.73;100.00;-90.93;269.07;269.07;100.00;0.00;114.44;585.70;100.00
2018-12-25;0.00;1.49;5.54;100.00;-78.87;281.13;281.13;100.00;0.00;200.84;1210.00;100.00
2018-12-26;0.00;1.59;6.03;100.00;-60.40;299.60;299.60;100.00;0.00;207.49;1352.00;100.00
2018-12-27;0.00;1.85;6.99;100.00;-18.47;341.53;341.53;100.00;0.00;267.71;1410.00;100.00
2018-12-28;0.00;1.82;7.29;100.00;-52.40;307.60;307.60;100.00;0.00;256.04;1398.00;100.00
2018-12-29;0.00;1.60;7.21;100.00;-67.37;292.63;292.63;100.00;0.00;250.66;1227.00;100.00
2018-12-30;0.00;2.11;6.62;100.00;-81.24;278.76;278.76;100.00;0.00;375.83;1168.00;100.00
2018-12-31;0.00;1.68;7.01;100.00;-51.92;308.08;308.08;100.00;0.00;349.06;1360.00;100.00
2019-01-01;0.00;1.81;6.71;100.00;-75.49;284.51;284.51;100.00;0.00;356.78;1130.00;100.00
2019-01-02;0.00;1.93;6.74;100.00;-87.96;272.04;272.04;100.00;0.00;336.83;1114.00;100.00
2019-01-03;0.00;1.76;7.99;100.00;-87.91;272.09;272.09;100.00;0.00;336.43;1427.00;100.00
2019-01-04;0.00;1.58;6.79;100.00;-96.69;263.31;263.31;100.00;0.00;247.44;1307.00;100.00
2019-01-05;0.00;1.39;5.79;100.00;-72.92;287.08;287.08;100.00;0.00;284.65;1434.00;100.00
2019-01-06;0.00;1.58;7.62;100.00;-70.46;289.54;289.54;100.00;0.00;345.97;1203.00;100.00
2019-01-07;0.00;1.74;6.24;100.00;-64.44;295.56;295.56;100.00;0.00;315.69;1414.00;100.00
2019-01-08;0.00;1.92;7.13;100.00;-40.81;319.19;319.19;100.00;0.00;378.06;1111.00;100.00
2019-01-09;0.00;1.74;6.24;100.00;-98.91;261.09;261.09;100.00;0.00;370.94;1106.00;100.00
2019-01-10;0.00;1.58;6.50;100.00;-89.68;270.32;270.32;100.00;0.00;373.80;1107.00;100.00
2019-01-11;0.00;1.77;7.15;100.00;-57.84;302.16;302.16;100.00;0.00;292.83;1155.00;100.00
2019-01-12;0.00;2.15;7.00;100.00;-44.85;315.15;315.15;100.00;0.00;370.59;1100.00;100.00
2019-01-13;0.00;2.12;7.18;100.00;-22.21;337.80;337.80;100.00;0.00;374.52;1103.00;100.00
2019-01-14;0.00;2.14;7.19;100.00;-97.45;262.56;262.56;100.00;0.00;376.57;1212.00;100.00
2019-01-15;0.00;1.76;6.99;100.00;-83.05;276.95;276.95;100.00;0.00;378.11;1107.00;100.00
2019-01-16;0.00;1.78;6.78;100.00;-47.58;312.42;312.42;100.00;0.00;220.85;1239.00;100.00
2019-01-17;0.00;1.88;6.27;100.00;-20.66;339.34;339.34;100.00;0.00;374.52;1114.00;100.00
2019-01-18;0.00;1.76;6.98;100.00;-91.91;268.09;268.09;100.00;0.00;307.49;1343.00;100.00
2019-01-19;0.00;1.73;6.07;100.00;-85.31;274.69;274.69;100.00;0.00;234.62;1285.00;100.00
2019-01-20;0.00;1.58;7.19;100.00;-83.08;276.92;276.92;100.00;0.00;286.91;1293.00;100.00
2019-01-21;0.00;1.30;5.50;100.00;-77.43;282.57;282.57;100.00;0.00;116.59;934.00;100.00
2019-01-22;0.00;1.41;7.09;100.00;-70.38;289.62;289.62;100.00;0.00;197.99;1310.00;100.00
2019-01-23;0.00;1.83;6.78;100.00;-69.09;290.91;290.91;100.00;0.00;284.69;1291.00;100.00
2019-01-24;0.00;1.78;6.63;100.00;-80.87;279.14;279.14;100.00;0.00;279.12;1363.00;100.00
2019-01-25;0.00;1.76;7.12;100.00;-59.23;300.77;300.77;100.00;0.00;281.54;1264.00;100.00
2019-01-26;0.00;1.55;6.71;100.00;-95.99;264.01;264.01;100.00;0.00;201.02;845.00;100.00
2019-01-27;0.00;1.65;6.55;100.00;-74.22;285.78;285.78;100.00;0.00;266.89;1369.00;100.00
2019-01-28;0.00;1.61;6.50;100.00;-74.12;285.88;285.88;100.00;0.00;257.23;1350.00;100.00
2019-01-29;0.00;1.54;7.08;100.00;-67.14;292.86;292.86;100.00;0.00;313.95;1048.00;100.00
2019-01-30;0.00;1.65;6.67;100.00;-49.64;310.36;310.36;100.00;0.00;308.40;1518.00;100.00
2019-01-31;0.00;1.45;6.06;100.00;-71.67;288.33;288.33;100.00;0.00;225.94;1433.00;100.00
2019-02-01;0.00;1.61;6.29;100.00;-76.73;283.27;283.27;100.00;0.00;229.52;1543.00;100.00
2019-02-02;0.00;1.55;6.82;100.00;-89.53;270.47;270.47;100.00;0.00;205.64;1371.00;100.00
2019-02-03;0.00;1.68;6.84;100.00;-73.71;286.29;286.29;100.00;0.00;215.98;1426.00;100.00
2019-02-04;0.00;1.64;6.42;100.00;-78.60;281.40;281.40;100.00;0.00;192.22;1314.00;100.00
2019-02-05;0.00;1.65;6.79;100.00;-88.50;271.50;271.50;100.00;0.00;225.02;1219.00;100.00
2019-02-06;0.00;1.80;6.44;100.00;-56.74;303.26;303.26;100.00;0.00;283.24;1393.00;100.00
2019-02-07;0.00;1.35;4.87;100.00;-65.24;294.76;294.76;100.00;0.00;225.76;1407.00;100.00
2019-02-08;0.00;1.52;7.00;100.00;-73.64;286.37;286.37;100.00;0.00;241.12;1553.00;100.00
2019-02-09;0.00;1.63;6.56;100.00;-80.77;279.23;279.23;100.00;0.00;225.98;1377.00;100.00
2019-02-10;0.00;1.67;7.31;100.00;-101.12;258.88;258.88;100.00;0.00;286.25;1352.00;100.00
2019-02-11;0.00;1.94;6.96;100.00;-99.17;260.83;260.83;100.00;0.00;308.35;1298.00;100.00
2019-02-12;0.00;1.87;6.99;100.00;-67.15;292.86;292.86;100.00;0.00;242.44;1518.00;100.00
2019-02-13;0.00;1.86;6.53;100.00;3.84;3.84;3.84;100.00;0.00;341.62;1074.00;100.00
2019-02-14;0.00;1.66;6.28;100.00;-104.34;255.67;255.67;100.00;0.00;334.20;1065.00;100.00
2019-02-15;0.00;1.31;5.45;100.00;-83.26;276.74;276.74;100.00;0.00;148.77;1002.00;100.00
2019-02-16;0.00;1.56;7.50;100.00;-79.69;280.31;280.31;100.00;0.00;233.75;1337.00;100.00
2019-02-17;0.00;1.94;7.62;100.00;-31.06;328.95;328.95;100.00;0.00;327.68;1024.00;100.00
2019-02-18;0.00;1.70;6.06;100.00;-40.39;319.61;319.61;100.00;0.00;187.18;1199.00;100.00
2019-02-19;0.00;1.31;5.25;100.00;-59.79;300.21;300.21;100.00;0.00;172.15;1107.00;100.00
2019-02-20;0.00;1.39;7.40;100.00;-88.18;271.82;271.82;100.00;0.00;236.64;1447.00;100.00
2019-02-21;0.00;1.61;6.90;100.00;-43.75;316.25;316.25;100.00;0.00;316.58;999.00;100.00
2019-02-22;0.00;1.64;5.66;100.00;-3.36;356.64;356.64;100.00;0.00;319.04;1013.00;100.00
2019-02-23;0.00;1.73;7.13;100.00;-79.02;280.98;280.98;100.00;0.00;253.74;1342.00;100.00
2019-02-24;0.00;1.65;8.09;100.00;-85.19;274.81;274.81;100.00;0.00;267.96;1200.00;100.00
2019-02-25;0.00;1.55;6.30;100.00;-72.33;287.67;287.67;100.00;0.00;233.32;1435.00;100.00
2019-02-26;0.00;1.56;6.36;100.00;-112.76;247.24;247.24;100.00;0.00;293.29;1278.00;100.00
2019-02-27;0.00;1.77;6.71;100.00;-70.14;289.86;289.86;100.00;0.00;266.82;1294.00;100.00
2019-02-28;0.00;1.38;5.87;100.00;-18.63;341.38;341.38;100.00;0.00;154.20;760.40;100.00
2019-03-01;0.00;1.49;6.43;100.00;-92.76;267.24;267.24;100.00;0.00;168.89;1036.00;100.00
2019-03-02;0.00;1.72;5.83;100.00;-72.01;287.99;287.99;100.00;0.00;184.45;1143.00;100.00
2019-03-03;0.00;1.70;7.13;100.00;-43.89;316.11;316.11;100.00;0.00;293.88;1098.00;100.00
2019-03-04;0.00;1.35;7.40;100.00;-66.47;293.53;293.53;100.00;0.00;209.88;1400.00;100.00
2019-03-05;0.00;1.88;7.60;100.00;-137.26;222.74;222.74;100.00;0.00;290.00;1089.00;100.00
2019-03-06;0.00;1.67;7.44;100.00;-128.16;231.84;231.84;100.00;0.00;279.28;977.00;100.00
2019-03-07;0.00;1.71;6.41;100.00;-50.40;309.60;309.60;100.00;0.00;256.39;1074.00;100.00
2019-03-08;0.00;1.71;6.11;100.00;-92.05;267.95;267.95;100.00;0.00;212.49;1120.00;100.00
2019-03-09;0.00;1.27;5.99;100.00;-33.93;326.07;326.07;100.00;0.00;164.45;1091.00;100.00
2019-03-10;0.00;1.56;6.00;100.00;-29.09;330.92;330.92;100.00;0.00;292.27;965.00;100.00
2019-03-11;0.00;2.20;8.75;100.00;4.44;4.44;4.44;100.00;0.00;287.80;962.00;100.00
2019-03-12;0.00;1.47;6.64;100.00;-98.71;261.30;261.30;100.00;0.00;214.40;1264.00;100.00
2019-03-13;0.00;1.38;5.83;100.00;-66.89;293.11;293.11;100.00;0.00;145.47;1255.00;100.00
2019-03-14;0.00;1.12;4.60;100.00;-54.35;305.65;305.65;100.00;0.00;97.40;846.00;100.00
2019-03-15;0.00;1.31;5.56;100.00;-61.97;298.03;298.03;100.00;0.00;105.95;989.00;100.00
2019-03-16;0.00;1.31;5.05;100.00;-79.01;280.99;280.99;100.00;0.00;94.82;709.20;100.00
2019-03-17;0.00;1.60;6.43;100.00;9.27;9.27;9.27;100.00;0.00;272.00;1050.00;100.00
2019-03-18;0.00;1.61;7.94;100.00;-85.18;274.82;274.82;100.00;0.00;241.36;1125.00;100.00
2019-03-19;0.00;1.39;5.88;100.00;-68.35;291.65;291.65;100.00;0.00;189.34;1328.00;100.00
2019-03-20;0.00;1.64;6.02;100.00;-132.16;227.84;227.84;100.00;0.00;247.29;1084.00;100.00
2019-03-21;0.00;1.34;5.56;100.00;-88.79;271.22;271.22;100.00;0.00;172.40;1217.00;100.00
2019-03-22;0.00;1.54;7.29;100.00;-98.42;261.58;261.58;100.00;0.00;152.98;1225.00;100.00
2019-03-23;0.00;1.31;5.27;100.00;-63.26;296.74;296.74;100.00;0.00;138.57;923.00;100.00
2019-03-24;0.00;1.35;6.97;100.00;-81.12;278.88;278.88;100.00;0.00;77.23;399.20;100.00
2019-03-25;0.00;1.02;4.15;100.00;-94.13;265.87;265.87;100.00;0.00;87.99;508.20;100.00
2019-03-26;0.00;1.10;4.96;100.00;-52.55;307.45;307.45;100.00;0.00;61.20;273.00;100.00
2019-03-27;0.00;1.01;4.02;100.00;-53.05;306.95;306.95;100.00;0.00;97.01;589.80;100.00
2019-03-28;0.00;1.26;5.17;100.00;-37.12;322.88;322.88;100.00;0.00;111.03;699.20;100.00
2019-03-29;0.00;1.23;5.12;100.00;47.17;47.17;47.17;100.00;0.00;126.53;1035.00;100.00
2019-03-30;0.00;1.21;4.99;100.00;-91.47;268.54;268.54;100.00;0.00;73.46;913.00;100.00
2019-03-31;0.00;1.58;6.99;100.00;-52.66;307.34;307.34;100.00;0.00;249.44;856.00;100.00
2019-04-01;0.00;1.44;6.40;100.00;-43.30;316.70;316.70;100.00;0.00;215.18;1112.00;100.00
2019-04-02;0.00;1.24;5.86;100.00;-91.60;268.40;268.40;100.00;0.00;151.80;945.00;100.00
2019-04-03;0.00;1.53;6.35;100.00;138.83;138.83;138.83;100.00;0.00;151.59;1014.00;100.00
2019-04-04;0.00;1.55;6.08;100.00;-26.79;333.21;333.21;100.00;0.00;236.12;816.00;100.00
2019-04-05;0.00;1.29;4.99;100.00;-105.82;254.18;254.18;100.00;0.00;150.44;1104.00;100.00
2019-04-06;0.00;0.99;5.31;100.00;-77.37;282.63;282.63;100.00;0.00;198.06;1024.00;100.00
2019-04-07;0.00;1.34;6.46;100.00;-106.49;253.51;253.51;100.00;0.00;79.79;400.30;100.00
2019-04-08;0.00;1.09;4.37;100.00;-76.55;283.45;283.45;100.00;0.00;63.15;341.50;100.00
2019-04-09;0.00;1.02;3.84;100.00;2.65;2.65;2.65;100.00;0.00;67.96;349.00;100.00
2019-04-10;0.00;1.51;6.22;100.00;-47.49;312.51;312.51;100.00;0.00;240.48;845.00;100.00
2019-04-11;0.00;1.09;5.23;100.00;-47.04;312.96;312.96;100.00;0.00;95.11;588.40;100.00
2019-04-12;0.00;1.44;7.05;100.00;-44.98;315.02;315.02;100.00;0.00;113.87;1047.00;100.00
2019-04-13;0.00;1.47;6.17;100.00;-66.82;293.18;293.18;100.00;0.00;143.13;1073.00;100.00
2019-04-14;0.00;1.50;5.83;100.00;-153.18;206.82;206.82;100.00;0.00;230.67;816.00;100.00
2019-04-15;0.00;1.42;6.06;100.00;-119.90;240.10;240.10;100.00;0.00;204.52;1141.00;100.00
2019-04-16;0.00;1.38;4.83;100.00;-95.31;264.69;264.69;100.00;0.00;83.54;960.00;100.00
2019-04-17;0.00;1.06;5.00;100.00;-102.55;257.45;257.45;100.00;0.00;50.51;234.30;100.00
2019-04-18;0.00;1.07;5.08;100.00;-99.79;260.22;260.22;100.00;0.00;90.05;695.30;100.00
2019-04-19;0.00;1.10;4.07;100.00;-86.34;273.66;273.66;100.00;0.00;63.96;320.00;100.00
2019-04-20;0.00;1.44;6.86;100.00;-84.65;275.35;275.35;100.00;0.00;146.26;1062.00;100.00
2019-04-21;0.00;1.75;6.27;100.00;40.67;40.67;40.67;100.00;0.00;189.96;933.00;100.00
2019-04-22;0.00;1.69;5.17;100.00;34.05;34.05;34.05;100.00;0.00;214.40;774.10;100.00
2019-04-23;0.00;1.37;5.23;100.00;23.69;23.69;23.69;100.00;0.00;187.44;825.00;100.00
2019-04-24;0.00;1.24;4.76;100.00;103.52;103.52;103.52;100.00;0.00;33.54;150.60;100.00
2019-04-25;0.00;1.46;5.99;100.00;41.03;41.03;41.03;100.00;0.00;197.27;897.00;100.00
2019-04-26;0.00;1.31;5.31;100.00;43.72;43.72;43.72;100.00;0.00;203.49;748.50;100.00
2019-04-27;0.00;1.14;4.60;100.00;-111.72;248.28;248.28;100.00;0.00;134.74;552.10;100.00
2019-04-28;0.00;1.29;6.35;100.00;-116.27;243.73;243.73;100.00;0.00;129.57;860.00;100.00
2019-04-29;0.00;0.99;4.48;100.00;-99.44;260.56;260.56;100.00;0.00;45.93;243.50;100.00
2019-04-30;0.00;1.00;4.02;100.00;-92.32;267.68;267.68;100.00;0.00;61.69;316.50;100.00
2019-05-01;0.00;1.48;6.24;100.00;28.31;28.31;28.31;100.00;0.00;125.39;663.80;100.00
2019-05-02;0.00;1.14;5.09;100.00;-149.79;210.21;210.21;100.00;0.00;51.45;225.30;100.00
2019-05-03;0.00;1.06;4.94;100.00;-51.89;308.12;308.12;100.00;0.00;75.02;881.00;100.00
2019-05-04;0.00;1.42;5.17;100.00;11.16;11.16;11.16;100.00;0.00;101.72;746.30;100.00
2019-05-05;0.00;1.35;4.53;100.00;33.02;33.02;33.02;100.00;0.00;128.13;613.70;100.00
2019-05-06;0.00;1.23;6.28;100.00;-58.85;301.15;301.15;100.00;0.00;54.99;429.20;100.00
2019-05-07;0.00;1.26;4.78;100.00;-17.38;342.62;342.62;100.00;0.00;125.23;616.30;100.00
2019-05-08;0.00;0.90;4.65;100.00;-41.69;318.32;318.32;100.00;0.00;31.17;155.40;100.00
2019-05-09;0.00;1.72;6.32;100.00;3.90;3.90;3.90;100.00;0.00;63.06;636.90;100.00
2019-05-10;0.00;1.74;5.62;100.00;41.61;41.61;41.61;100.00;0.00;147.14;848.00;100.00
2019-05-11;0.00;2.12;6.80;100.00;67.85;67.85;67.85;100.00;0.00;129.58;921.00;100.00
2019-05-12;0.00;1.27;5.87;100.00;172.47;172.47;172.47;100.00;0.00;181.98;688.00;100.00
2019-05-13;0.00;1.22;4.78;100.00;-162.03;197.97;197.97;100.00;0.00;101.68;745.20;100.00
2019-05-14;0.00;1.36;5.65;100.00;86.28;86.28;86.28;100.00;0.00;106.27;803.00;100.00
2019-05-15;0.00;1.19;6.18;100.00;-57.11;302.89;302.89;100.00;0.00;92.77;909.00;100.00
2019-05-16;0.00;1.28;5.79;100.00;-161.18;198.82;198.82;100.00;0.00;151.50;777.80;100.00
2019-05-17;0.00;1.93;6.12;100.00;46.07;46.07;46.07;100.00;0.00;141.23;811.00;100.00
2019-05-18;0.00;1.38;4.07;100.00;44.70;44.70;44.70;100.00;0.00;168.21;664.30;100.00
2019-05-19;0.00;1.43;5.57;100.00;-140.65;219.35;219.35;100.00;0.00;55.86;426.40;100.00
2019-05-20;0.00;1.48;5.42;100.00;34.09;34.09;34.09;100.00;0.00;108.59;833.00;100.00
2019-05-21;0.00;1.94;6.22;100.00;73.79;73.79;73.79;100.00;0.00;171.60;658.20;100.00
2019-05-22;0.00;1.70;5.80;100.00;73.52;73.52;73.52;100.00;0.00;174.37;662.30;100.00
2019-05-23;0.00;1.75;9.09;100.00;92.07;92.07;92.07;100.00;0.00;174.81;668.90;100.00
2019-05-24;0.00;1.45;8.03;100.00;-86.08;273.93;273.93;100.00;0.00;122.68;827.00;100.00
2019-05-25;0.00;1.53;9.23;54.00;-120.62;239.38;239.38;54.00;0.00;75.90;478.00;54.00
2019-05-26;0.00;1.73;5.66;62.00;-56.41;303.59;303.59;62.00;0.00;212.94;681.30;62.00
2019-05-27;0.00;1.77;6.49;66.00;-139.94;220.06;220.06;66.00;0.00;225.34;644.90;66.00
2019-05-28;0.00;2.05;6.36;100.00;55.58;55.58;55.58;100.00;0.00;108.74;783.60;100.00
2019-05-29;0.00;1.58;6.84;100.00;143.04;143.04;143.04;100.00;0.00;74.17;735.30;100.00
2019-05-30;0.00;2.16;10.87;100.00;100.37;100.37;100.37;100.00;0.00;139.56;927.00;100.00
2019-05-31;0.00;0.80;3.63;100.00;69.24;69.24;69.24;100.00;0.00;63.20;412.60;100.00
2019-06-01;0.00;1.53;5.35;100.00;56.33;56.33;56.33;100.00;0.00;159.45;617.60;100.00
2019-06-02;0.00;1.21;5.82;100.00;107.06;107.06;107.06;100.00;0.00;163.44;630.60;100.00
2019-06-03;0.00;1.42;7.60;100.00;-133.27;226.73;226.73;100.00;0.00;159.76;634.70;100.00
2019-06-04;0.00;1.24;6.24;100.00;52.56;52.56;52.56;100.00;0.00;71.40;646.00;100.00
2019-06-05;0.00;1.16;4.77;100.00;98.52;98.52;98.52;100.00;0.00;114.32;773.10;100.00
2019-06-06;0.00;1.38;4.84;100.00;81.95;81.95;81.95;100.00;0.00;150.62;641.00;100.00
2019-06-07;0.00;1.24;5.04;100.00;76.58;76.58;76.58;100.00;0.00;150.89;627.60;100.00
2019-06-08;0.00;1.68;5.03;100.00;146.47;146.47;146.47;100.00;0.00;153.23;627.30;100.00
2019-06-09;0.00;1.49;5.25;100.00;78.31;78.31;78.31;100.00;0.00;67.30;465.50;100.00
2019-06-10;0.00;1.75;5.65;100.00;50.85;50.85;50.85;100.00;0.00;127.78;756.20;100.00
2019-06-11;0.00;1.32;4.92;100.00;104.27;104.27;104.27;100.00;0.00;23.00;193.40;100.00
2019-06-12;0.00;2.19;6.33;100.00;74.96;74.96;74.96;100.00;0.00;146.17;606.90;100.00
2019-06-13;0.00;2.24;7.00;100.00;92.31;92.31;92.31;100.00;0.00;143.34;866.00;100.00
2019-06-14;0.00;2.24;6.87;100.00;50.87;50.87;50.87;100.00;0.00;155.29;615.70;100.00
2019-06-15;0.00;1.58;6.61;100.00;10.93;10.93;10.93;100.00;0.00;155.95;843.00;100.00
2019-06-16;0.00;2.88;8.46;100.00;65.04;65.04;65.04;100.00;0.00;158.42;622.20;100.00
2019-06-17;0.00;3.66;9.09;100.00;76.98;76.98;76.98;100.00;0.00;72.26;792.90;100.00
2019-06-18;0.00;2.09;7.94;100.00;83.57;83.57;83.57;100.00;0.00;159.28;623.50;100.00
2019-06-19;0.00;1.34;7.13;100.00;-154.44;205.56;205.56;100.00;0.00;153.99;648.50;100.00
2019-06-20;0.00;1.69;5.40;100.00;-172.38;187.62;187.62;100.00;0.00;87.68;749.80;100.00
2019-06-21;0.00;1.69;5.10;100.00;86.43;86.43;86.43;100.00;0.00;133.95;682.50;100.00
2019-06-22;0.00;1.24;5.50;100.00;-151.91;208.09;208.09;100.00;0.00;156.26;624.10;100.00
2019-06-23;0.00;1.19;5.16;100.00;-179.09;180.91;180.91;100.00;0.00;130.91;829.00;100.00
2019-06-24;0.00;1.07;6.02;100.00;18.54;18.54;18.54;100.00;0.00;39.58;234.70;100.00
2019-06-25;0.00;1.51;4.28;100.00;51.20;51.20;51.20;100.00;0.00;150.48;595.20;100.00
2019-06-26;0.00;1.51;6.10;100.00;108.19;108.19;108.19;100.00;0.00;146.25;588.90;100.00
2019-06-27;0.00;1.31;4.84;100.00;-96.31;263.69;263.69;100.00;0.00;137.74;698.60;100.00
2019-06-28;0.00;1.21;5.80;100.00;-10.79;349.21;349.21;100.00;0.00;40.84;231.50;100.00
2019-06-29;0.00;1.55;6.14;100.00;73.61;73.61;73.61;100.00;0.00;151.27;600.30;100.00
2019-06-30;0.00;1.54;4.76;100.00;41.26;41.26;41.26;100.00;0.00;153.09;621.70;100.00
2019-07-01;0.00;1.32;4.64;100.00;74.96;74.96;74.96;100.00;0.00;156.72;637.50;100.00
2019-07-02;0.00;1.72;6.25;100.00;130.20;130.20;130.20;100.00;0.00;145.47;611.10;100.00
2019-07-03;0.00;1.28;5.09;100.00;153.80;153.80;153.80;100.00;0.00;156.18;611.10;100.00
2019-07-04;0.00;1.32;4.32;100.00;137.45;137.45;137.45;100.00;0.00;151.03;608.90;100.00
2019-07-05;0.00;1.32;4.41;70.00;-140.17;219.83;219.83;70.00;0.00;65.64;740.40;70.00
2019-07-06;0.00;1.72;5.63;100.00;68.11;68.11;68.11;100.00;0.00;49.74;520.60;100.00
2019-07-07;0.00;1.31;4.53;100.00;51.29;51.29;51.29;100.00;0.00;75.15;539.60;100.00
2019-07-08;0.00;1.47;5.53;100.00;47.77;47.77;47.77;100.00;0.00;73.53;899.00;100.00
2019-07-09;0.00;1.44;5.25;100.00;48.90;48.90;48.90;100.00;0.00;127.71;798.70;100.00
2019-07-10;0.00;1.35;6.70;100.00;76.50;76.50;76.50;100.00;0.00;130.84;641.40;100.00
2019-07-11;0.00;1.52;5.93;100.00;69.08;69.08;69.08;100.00;0.00;96.90;695.50;100.00
2019-07-12;0.00;1.48;5.74;100.00;58.10;58.10;58.10;100.00;0.00;148.68;782.80;100.00
2019-07-13;0.00;1.25;4.74;100.00;71.65;71.65;71.65;100.00;0.00;125.61;595.10;100.00
2019-07-14;0.00;1.40;5.62;100.00;68.59;68.59;68.59;100.00;0.00;165.16;641.40;100.00
2019-07-15;0.00;1.24;4.70;100.00;68.09;68.09;68.09;100.00;0.00;158.85;761.10;100.00
2019-07-16;0.00;1.76;5.41;100.00;49.86;49.86;49.86;100.00;0.00;104.30;710.70;100.00
2019-07-17;0.00;1.72;5.34;100.00;53.77;53.77;53.77;100.00;0.00;85.48;865.00;100.00
2019-07-18;0.00;1.50;5.33;100.00;29.14;29.14;29.14;100.00;0.00;158.70;621.40;100.00
2019-07-19;0.00;1.30;7.82;100.00;81.85;81.85;81.85;100.00;0.00;168.95;649.90;100.00
2019-07-20;0.00;1.68;7.16;100.00;-144.04;215.96;215.96;100.00;0.00;165.39;704.40;100.00
2019-07-21;0.00;1.27;6.05;100.00;125.83;125.83;125.83;100.00;0.00;41.19;252.50;100.00
2019-07-22;0.00;1.73;5.41;100.00;38.58;38.58;38.58;100.00;0.00;166.45;655.60;100.00
2019-07-23;0.00;2.04;5.58;100.00;42.56;42.56;42.56;100.00;0.00;154.12;913.00;100.00
