Station:;lsc;;;;;;;;;;;
Date range:;[2016-08-01,2021-08-01];;;;;;;;;;;
;;;;;;;;;;;;
date;[Min]VV;[Avg]VV;[Max]VV;[data%]VV;[Min]DV;[Avg]DV;[Max]DV;[data%]DV;[Min]RS2;[Avg]RS2;[Max]RS2;[data%]RS2
2018-01-20;0.00;1.34;5.74;100.00;-91.09;268.91;268.91;100.00;0.00;166.04;710.10;100.00
2018-01-21;0.00;1.83;6.64;100.00;-65.33;294.67;294.67;100.00;0.00;278.13;1494.00;100.00
2018-01-22;0.00;2.24;7.09;100.00;-47.59;312.41;312.41;100.00;0.00;342.75;1176.00;100.00
2018-01-23;0.00;1.98;7.21;100.00;-26.20;333.80;333.80;100.00;0.00;304.23;1187.00;100.00
2018-01-24;0.00;1.72;7.09;100.00;-62.94;297.06;297.06;100.00;0.00;225.46;1226.00;100.00
2018-01-25;0.00;1.83;6.82;100.00;-43.29;316.71;316.71;100.00;0.00;262.56;1207.00;100.00
2018-01-26;0.00;1.56;7.06;100.00;-78.79;281.21;281.21;100.00;0.00;233.73;1291.00;100.00
2018-01-27;0.00;1.49;6.37;100.00;-55.68;304.32;304.32;100.00;0.00;287.07;1409.00;100.00
2018-01-28;0.00;1.78;7.69;100.00;-113.88;246.12;246.12;100.00;0.00;302.14;1471.00;100.00
2018-01-29;0.00;1.65;5.87;100.00;-66.02;293.98;293.98;100.00;0.00;235.66;1287.00;100.00
2018-01-30;0.00;1.45;5.92;100.00;-55.50;304.50;304.50;100.00;0.00;153.47;740.30;100.00
2018-01-31;0.00;1.65;5.96;100.00;-90.52;269.48;269.48;100.00;0.00;311.93;1145.00;100.00
2018-02-01;0.00;1.70;6.34;100.00;-73.54;286.46;286.46;100.00;0.00;210.23;1172.00;100.00
2018-02-02;0.00;1.63;6.89;100.00;-79.34;280.66;280.66;100.00;0.00;228.67;1475.00;100.00
2018-02-03;0.00;1.61;7.26;100.00;-50.65;309.36;309.36;100.00;0.00;296.29;1153.00;100.00
2018-02-04;0.00;1.73;7.18;100.00;-68.91;291.09;291.09;100.00;0.00;300.35;1157.00;100.00
2018-02-05;0.00;1.72;6.86;100.00;-59.51;300.50;300.50;100.00;0.00;330.34;1037.00;100.00
2018-02-06;0.00;2.04;7.33;100.00;-96.56;263.45;263.45;100.00;0.00;232.74;1203.00;100.00
2018-02-07;0.00;1.80;6.61;100.00;-51.19;308.81;308.81;100.00;0.00;258.24;1168.00;100.00
2018-02-08;0.00;1.44;6.66;100.00;-49.89;310.11;310.11;100.00;0.00;212.45;1443.00;100.00
2018-02-09;0.00;1.66;6.68;100.00;-84.12;275.88;275.88;100.00;0.00;329.54;1149.00;100.00
2018-02-10;0.00;1.88;7.05;100.00;-108.42;251.58;251.58;100.00;0.00;340.98;1057.00;100.00
2018-02-11;0.00;1.76;7.64;100.00;-125.62;234.38;234.38;100.00;0.00;324.17;1394.00;100.00
2018-02-12;0.00;1.64;5.80;100.00;-85.53;274.47;274.47;100.00;0.00;287.56;1257.00;100.00
2018-02-13;0.00;1.37;5.42;100.00;-80.81;279.19;279.19;100.00;0.00;207.25;1414.00;100.00
2018-02-14;0.00;1.55;6.71;100.00;-83.93;276.07;276.07;100.00;0.00;333.68;1041.00;100.00
2018-02-15;0.00;1.68;6.28;100.00;-90.27;269.73;269.73;100.00;0.00;226.61;1143.00;100.00
2018-02-16;0.00;1.70;6.29;100.00;-68.41;291.59;291.59;100.00;0.00;171.43;1245.00;100.00
2018-02-17;0.00;1.09;5.07;100.00;-64.28;295.72;295.72;100.00;0.00;71.49;367.20;100.00
2018-02-18;0.00;1.24;5.36;100.00;-58.77;301.23;301.23;100.00;0.00;196.73;1383.00;100.00
2018-02-19;0.00;1.65;6.01;100.00;-14.64;345.36;345.36;100.00;0.00;311.68;1274.00;100.00
2018-02-20;0.00;1.52;6.53;100.00;-60.31;299.69;299.69;100.00;0.00;315.47;1018.00;100.00
2018-02-21;0.00;1.47;6.39;100.00;-73.11;286.89;286.89;100.00;0.00;301.76;1189.00;100.00
2018-02-22;0.00;1.42;6.73;100.00;-68.65;291.35;291.35;100.00;0.00;194.02;1236.00;100.00
2018-02-23;0.00;1.33;6.08;100.00;-74.28;285.73;285.73;100.00;0.00;205.84;1414.00;100.00
2018-02-24;0.00;1.31;4.98;100.00;-66.52;293.48;293.48;100.00;0.00;162.80;948.00;100.00
2018-02-25;0.00;1.47;6.16;100.00;-86.33;273.67;273.67;100.00;0.00;175.53;1238.00;100.00
2018-02-26;0.00;1.69;6.04;100.00;-50.27;309.73;309.73;100.00;0.00;202.57;1353.00;100.00
2018-02-27;0.00;1.54;6.58;100.00;-78.19;281.82;281.82;100.00;0.00;217.20;1277.00;100.00
2018-02-28;0.00;1.90;7.33;100.00;-42.52;317.48;317.48;100.00;0.00;299.16;1185.00;100.00
2018-03-01;0.00;1.51;6.20;100.00;-103.39;256.61;256.61;100.00;0.00;191.84;1092.00;100.00
2018-03-02;0.00;1.30;6.16;100.00;-107.10;252.90;252.90;100.00;0.00;209.43;1084.00;100.00
2018-03-03;0.00;1.44;6.07;100.00;-93.65;266.35;266.35;100.00;0.00;224.99;1275.00;100.00
2018-03-04;0.00;1.24;5.99;100.00;-49.99;310.01;310.01;100.00;0.00;162.45;999.00;100.00
2018-03-05;0.00;1.53;7.20;100.00;-109.26;250.75;250.75;100.00;0.00;246.50;1298.00;100.00
2018-03-06;0.00;1.17;4.60;100.00;-63.78;296.22;296.22;100.00;0.00;123.66;938.00;100.00
2018-03-07;0.00;1.50;6.21;100.00;-70.82;289.18;289.18;100.00;0.00;218.44;1191.00;100.00
2018-03-08;0.00;1.81;6.38;100.00;-7.17;352.83;352.83;100.00;0.00;272.23;981.00;100.00
2018-03-09;0.00;1.64;6.71;100.00;-55.59;304.41;304.41;100.00;0.00;271.03;1132.00;100.00
2018-03-10;0.00;1.74;5.49;100.00;18.86;18.86;18.86;100.00;0.00;299.20;979.00;100.00
2018-03-11;0.00;1.10;5.53;100.00;-46.46;313.54;313.54;100.00;0.00;275.79;1233.00;100.00
2018-03-12;0.00;1.88;7.34;100.00;-140.81;219.19;219.19;100.00;0.00;283.83;953.00;100.00
2018-03-13;0.00;1.54;5.51;100.00;-132.60;227.40;227.40;100.00;0.00;277.71;931.00;100.00
2018-03-14;0.00;1.29;5.39;100.00;-70.55;289.45;289.45;100.00;0.00;277.40;934.00;100.00
2018-03-15;0.00;1.62;8.68;100.00;-155.09;204.91;204.91;100.00;0.00;255.37;1185.00;100.00
2018-03-16;0.00;1.52;6.14;100.00;-106.35;253.65;253.65;100.00;0.00;176.88;1382.00;100.00
2018-03-17;0.00;1.46;6.28;100.00;4.58;4.58;4.58;100.00;0.00;276.74;937.00;100.00
2018-03-18;0.00;1.50;5.18;100.00;-31.64;328.36;328.36;100.00;0.00;277.45;936.00;100.00
2018-03-19;0.00;1.72;5.34;100.00;-92.37;267.63;267.63;100.00;0.00;227.99;1260.00;100.00
2018-03-20;0.00;1.20;5.71;100.00;-63.25;296.75;296.75;100.00;0.00;209.95;1229.00;100.00
2018-03-21;0.00;1.46;6.83;100.00;-54.13;305.88;305.88;100.00;0.00;176.56;1233.00;100.00
2018-03-22;0.00;1.79;8.05;100.00;-49.44;310.57;310.57;100.00;0.00;259.88;1199.00;100.00
2018-03-23;0.00;1.18;6.24;100.00;-61.59;298.41;298.41;100.00;0.00;151.56;1250.00;100.00
2018-03-24;0.00;1.23;5.20;100.00;-99.34;260.66;260.66;100.00;0.00;235.02;1245.00;100.00
2018-03-25;0.00;1.38;6.24;100.00;-120.93;239.07;239.07;100.00;0.00;166.47;1243.00;100.00
2018-03-26;0.00;1.60;6.15;100.00;-141.05;218.95;218.95;100.00;0.00;83.77;602.40;100.00
2018-03-27;0.00;1.54;7.79;100.00;-87.56;272.45;272.45;100.00;0.00;137.33;1102.00;100.00
2018-03-28;0.00;1.21;5.25;100.00;-39.50;320.50;320.50;100.00;0.00;102.07;558.50;100.00
2018-03-29;0.00;1.34;5.20;100.00;-136.92;223.08;223.08;100.00;0.00;124.03;726.50;100.00
2018-03-30;0.00;1.27;6.33;100.00;-135.86;224.14;224.14;100.00;0.00;67.97;354.00;100.00
2018-03-31;0.00;0.91;4.44;100.00;-70.32;289.68;289.68;100.00;0.00;68.98;443.80;100.00
2018-04-01;0.00;1.01;4.86;100.00;-68.16;291.84;291.84;100.00;0.00;100.98;624.60;100.00
2018-04-02;0.00;1.71;5.95;100.00;42.75;42.75;42.75;100.00;0.00;156.41;1115.00;100.00
2018-04-03;0.00;1.87;5.69;100.00;-5.56;354.44;354.44;100.00;0.00;233.05;819.00;100.00
2018-04-04;0.00;1.36;4.68;100.00;-26.65;333.35;333.35;100.00;0.00;119.36;634.20;100.00
2018-04-05;0.00;1.49;6.61;100.00;-91.90;268.10;268.10;100.00;0.00;133.69;1166.00;100.00
2018-04-06;0.00;1.20;5.33;100.00;-76.89;283.11;283.11;100.00;0.00;96.49;555.80;100.00
2018-04-07;0.00;1.49;5.66;100.00;-33.80;326.20;326.20;100.00;0.00;224.55;799.50;100.00
2018-04-08;0.00;1.20;5.03;100.00;-56.64;303.36;303.36;100.00;0.00;78.03;408.20;100.00
2018-04-09;0.00;1.47;5.83;100.00;-16.52;343.48;343.48;100.00;0.00;150.58;970.00;100.00
2018-04-10;0.00;1.46;6.47;100.00;55.60;55.60;55.60;100.00;0.00;100.47;1114.00;100.00
2018-04-11;0.00;1.92;7.63;100.00;45.13;45.13;45.13;100.00;0.00;214.38;761.70;100.00
2018-04-12;0.00;1.36;5.18;100.00;-12.69;347.31;347.31;100.00;0.00;215.91;773.60;100.00
2018-04-13;0.00;1.25;5.11;100.00;-100.38;259.63;259.63;100.00;0.00;59.30;332.90;100.00
2018-04-14;0.00;1.27;5.49;100.00;-99.15;260.85;260.85;100.00;0.00;92.04;763.00;100.00
2018-04-15;0.00;1.14;4.46;100.00;32.80;32.80;32.80;100.00;0.00;56.03;390.80;100.00
2018-04-16;0.00;1.20;5.36;100.00;-6.00;354.00;354.00;100.00;0.00;130.97;872.00;100.00
2018-04-17;0.00;1.48;4.93;100.00;-128.73;231.28;231.28;100.00;0.00;147.86;809.00;100.00
2018-04-18;0.00;1.14;4.64;100.00;-97.81;262.20;262.20;100.00;0.00;50.63;346.70;100.00
2018-04-19;0.00;1.18;5.70;100.00;-68.82;291.18;291.18;100.00;0.00;99.44;957.00;100.00
2018-04-20;0.00;1.01;4.68;100.00;168.45;168.45;168.45;100.00;0.00;79.36;694.30;100.00
2018-04-21;0.00;0.91;4.21;100.00;-91.73;268.27;268.27;100.00;0.00;48.63;253.20;100.00
2018-04-22;0.00;0.88;4.23;100.00;-164.63;195.37;195.37;100.00;0.00;44.56;265.70;100.00
2018-04-23;0.00;0.95;4.53;100.00;-54.67;305.33;305.33;100.00;0.00;41.63;266.90;100.00
2018-04-24;0.00;0.98;5.11;100.00;83.38;83.38;83.38;100.00;0.00;40.63;238.50;100.00
2018-04-25;0.00;1.30;6.77;100.00;-54.01;305.99;305.99;100.00;0.00;47.41;301.80;100.00
2018-04-26;0.00;1.44;5.86;100.00;-171.42;188.58;188.58;100.00;0.00;190.95;809.00;100.00
2018-04-27;0.00;1.50;7.27;100.00;-123.36;236.64;236.64;100.00;0.00;188.45;963.00;100.00
2018-04-28;0.00;1.51;7.00;100.00;-124.90;235.10;235.10;100.00;0.00;96.89;881.00;100.00
2018-04-29;0.00;1.51;6.28;100.00;-93.57;266.43;266.43;100.00;0.00;143.65;1031.00;100.00
2018-04-30;0.00;1.16;6.81;100.00;-96.93;263.07;263.07;100.00;0.00;55.50;448.90;100.00
2018-05-01;0.00;0.87;4.29;100.00;-62.18;297.82;297.82;100.00;0.00;104.33;778.50;100.00
2018-05-02;0.00;1.49;6.83;100.00;-155.33;204.67;204.67;100.00;0.00;137.83;888.00;100.00
2018-05-03;0.00;1.29;4.89;100.00;127.90;127.90;127.90;100.00;0.00;111.68;979.00;100.00
2018-05-04;0.00;1.60;10.80;100.00;-61.35;298.65;298.65;100.00;0.00;118.12;985.00;100.00
2018-05-05;0.00;1.02;5.15;100.00;-122.88;237.12;237.12;100.00;0.00;48.09;271.30;100.00
2018-05-06;0.00;1.05;4.19;100.00;34.37;34.37;34.37;100.00;0.00;84.64;911.00;100.00
2018-05-07;0.00;2.08;6.95;100.00;54.47;54.47;54.47;100.00;0.00;186.33;696.30;100.00
2018-05-08;0.00;1.16;5.00;100.00;-161.24;198.76;198.76;100.00;0.00;100.83;663.10;100.00
2018-05-09;0.00;1.09;6.23;100.00;-177.21;182.79;182.79;100.00;0.00;169.74;835.00;100.00
2018-05-10;0.00;1.63;5.71;100.00;80.43;80.43;80.43;100.00;0.00;180.70;677.20;100.00
2018-05-11;0.00;1.52;8.65;100.00;-119.98;240.02;240.02;100.00;0.00;185.36;692.80;100.00
2018-05-12;0.00;1.32;7.06;100.00;-131.14;228.86;228.86;100.00;0.00;96.49;936.00;100.00
2018-05-13;0.00;1.22;5.90;100.00;-32.43;327.57;327.57;100.00;0.00;104.87;867.00;100.00
2018-05-14;0.00;1.37;5.66;100.00;61.87;61.87;61.87;100.00;0.00;176.82;694.30;100.00
2018-05-15;0.00;1.38;5.34;100.00;59.57;59.57;59.57;100.00;0.00;139.98;691.90;100.00
2018-05-16;0.00;1.24;5.05;100.00;-160.10;199.90;199.90;100.00;0.00;56.92;427.30;100.00
2018-05-17;0.00;1.41;5.05;100.00;48.64;48.64;48.64;100.00;0.00;167.46;765.80;100.00
2018-05-18;0.00;1.18;4.62;100.00;126.92;126.92;126.92;100.00;0.00;175.79;672.80;100.00
2018-05-19;0.00;1.34;6.42;100.00;-144.74;215.26;215.26;100.00;0.00;175.95;672.80;100.00
2018-05-20;0.00;1.31;5.20;100.00;154.66;154.66;154.66;100.00;0.00;107.24;812.00;100.00
2018-05-21;0.00;1.11;5.60;100.00;-154.72;205.28;205.28;100.00;0.00;93.35;917.00;100.00
2018-05-22;0.00;1.19;4.55;100.00;21.11;21.11;21.11;100.00;0.00;73.54;917.00;100.00
2018-05-23;0.00;1.48;5.18;100.00;106.64;106.64;106.64;100.00;0.00;110.73;874.00;100.00
2018-05-24;0.00;1.01;5.20;100.00;-121.94;238.06;238.06;100.00;0.00;75.15;684.40;100.00
2018-05-25;0.00;1.41;5.32;100.00;35.41;35.41;35.41;100.00;0.00;54.38;408.90;100.00
2018-05-26;0.00;1.99;5.86;100.00;49.51;49.51;49.51;100.00;0.00;132.85;816.00;100.00
2018-05-27;0.00;1.63;5.64;100.00;60.69;60.69;60.69;100.00;0.00;158.90;673.10;100.00
2018-05-28;0.00;1.62;5.71;100.00;74.87;74.87;74.87;100.00;0.00;108.58;777.00;100.00
2018-05-29;0.00;0.96;4.94;100.00;157.85;157.85;157.85;100.00;0.00;80.74;724.10;100.00
2018-05-30;0.00;1.15;4.17;100.00;14.91;14.91;14.91;100.00;0.00;81.78;683.40;100.00
2018-05-31;0.00;0.97;3.47;100.00;-0.91;359.09;359.09;100.00;0.00;59.50;525.10;100.00
2018-06-01;0.00;1.12;5.95;100.00;-17.28;342.72;342.72;100.00;0.00;107.17;804.00;100.00
2018-06-02;0.00;1.72;5.40;100.00;47.36;47.36;47.36;100.00;0.00;161.03;627.20;100.00
2018-06-03;0.00;1.71;5.69;100.00;64.75;64.75;64.75;100.00;0.00;157.99;624.30;100.00
2018-06-04;0.00;1.64;6.67;100.00;75.97;75.97;75.97;100.00;0.00;164.97;677.00;100.00
2018-06-05;0.00;1.20;6.52;100.00;109.85;109.85;109.85;100.00;0.00;141.53;789.20;100.00
2018-06-06;0.00;1.10;6.59;100.00;44.34;44.34;44.34;100.00;0.00;85.35;692.30;100.00
2018-06-07;0.00;1.41;7.63;100.00;163.64;163.64;163.64;100.00;0.00;130.22;671.20;100.00
2018-06-08;0.00;1.27;4.75;100.00;179.95;179.95;179.95;100.00;0.00;113.70;773.40;100.00
2018-06-09;0.00;1.35;5.51;100.00;85.86;85.86;85.86;100.00;0.00;32.07;173.50;100.00
2018-06-10;0.00;1.19;4.37;100.00;-77.72;282.28;282.28;100.00;0.00;51.85;734.80;100.00
2018-06-11;0.00;1.45;4.89;12.00;-30.53;329.47;329.47;12.00;0.00;0.00;0.11;12.00
2018-06-12;;;;0.00;;;;0.00;;;;0.00
2018-06-13;;;;0.00;;;;0.00;;;;0.00
2018-06-14;;;;0.00;;;;0.00;;;;0.00
2018-06-15;;;;0.00;;;;0.00;;;;0.00
2018-06-16;;;;0.00;;;;0.00;;;;0.00
2018-06-17;;;;0.00;;;;0.00;;;;0.00
2018-06-18;;;;0.00;;;;0.00;;;;0.00
2018-06-19;;;;0.00;;;;0.00;;;;0.00
2018-06-20;;;;0.00;;;;0.00;;;;0.00
2018-06-21;;;;0.00;;;;0.00;;;;0.00
2018-06-22;;;;0.00;;;;0.00;;;;0.00
2018-06-23;;;;0.00;;;;0.00;;;;0.00
2018-06-24;;;;0.00;;;;0.00;;;;0.00
2018-06-25;;;;0.00;;;;0.00;;;;0.00
2018-06-26;;;;0.00;;;;0.00;;;;0.00
2018-06-27;;;;0.00;;;;0.00;;;;0.00
2018-06-28;;;;0.00;;;;0.00;;;;0.00
2018-06-29;;;;0.00;;;;0.00;;;;0.00
2018-06-30;;;;0.00;;;;0.00;;;;0.00
2018-07-01;;;;0.00;;;;0.00;;;;0.00
2018-07-02;;;;0.00;;;;0.00;;;;0.00
2018-07-03;;;;0.00;;;;0.00;;;;0.00
2018-07-04;;;;0.00;;;;0.00;;;;0.00
2018-07-05;;;;0.00;;;;0.00;;;;0.00
2018-07-06;;;;0.00;;;;0.00;;;;0.00
2018-07-07;;;;0.00;;;;0.00;;;;0.00
2018-07-08;;;;0.00;;;;0.00;;;;0.00
2018-07-09;;;;0.00;;;;0.00;;;;0.00
2018-07-10;;;;0.00;;;;0.00;;;;0.00
2018-07-11;;;;0.00;;;;0.00;;;;0.00
2018-07-12;;;;0.00;;;;0.00;;;;0.00
2018-07-13;;;;0.00;;;;0.00;;;;0.00
2018-07-14;;;;0.00;;;;0.00;;;;0.00
2018-07-15;;;;0.00;;;;0.00;;;;0.00
2018-07-16;;;;0.00;;;;0.00;;;;0.00
2018-07-17;;;;0.00;;;;0.00;;;;0.00
2018-07-18;;;;0.00;;;;0.00;;;;0.00
2018-07-19;;;;0.00;;;;0.00;;;;0.00
2018-07-20;;;;0.00;;;;0.00;;;;0.00
2018-07-21;;;;0.00;;;;0.00;;;;0.00
2018-07-22;0.00;1.38;5.47;83.00;0.00;0.00;0.00;83.00;;;;0.00
2018-07-23;0.00;0.28;2.70;33.00;0.00;0.00;0.00;33.00;;;;0.00
2018-07-24;;;;0.00;;;;0.00;;;;0.00
2018-07-25;;;;0.00;;;;0.00;;;;0.00
2018-07-26;0.00;1.76;4.08;8.00;177.83;177.83;177.83;8.00;101.10;160.30;221.50;8.00
2018-07-27;;;;0.00;;;;0.00;;;;0.00
2018-07-28;;;;0.00;;;;0.00;;;;0.00
2018-07-29;;;;0.00;;;;0.00;;;;0.00
2018-07-30;;;;0.00;;;;0.00;;;;0.00
2018-07-31;;;;0.00;;;;0.00;;;;0.00
2018-08-01;;;;0.00;;;;0.00;;;;0.00
2018-08-02;;;;0.00;;;;0.00;;;;0.00
2018-08-03;;;;0.00;;;;0.00;;;;0.00
2018-08-04;;;;0.00;;;;0.00;;;;0.00
2018-08-05;;;;0.00;;;;0.00;;;;0.00
2018-08-06;;;;0.00;;;;0.00;;;;0.00
2018-08-07;;;;0.00;;;;0.00;;;;0.00
2018-08-08;;;;0.00;;;;0.00;;;;0.00
2018-08-09;;;;0.00;;;;0.00;;;;0.00
2018-08-10;;;;0.00;;;;0.00;;;;0.00
2018-08-11;;;;0.00;;;;0.00;;;;0.00
2018-08-12;;;;0.00;;;;0.00;;;;0.00
2018-08-13;;;;0.00;;;;0.00;;;;0.00
2018-08-14;;;;0.00;;;;0.00;;;;0.00
2018-08-15;;;;0.00;;;;0.00;;;;0.00
2018-08-16;;;;0.00;;;;0.00;;;;0.00
2018-08-17;;;;0.00;;;;0.00;;;;0.00
2018-08-18;;;;0.00;;;;0.00;;;;0.00
2018-08-19;;;;0.00;;;;0.00;;;;0.00
2018-08-20;;;;0.00;;;;0.00;;;;0.00
2018-08-21;;;;0.00;;;;0.00;;;;0.00
2018-08-22;;;;0.00;;;;0.00;;;;0.00
2018-08-23;;;;0.00;;;;0.00;;;;0.00
2018-08-24;;;;0.00;;;;0.00;;;;0.00
2018-08-25;;;;0.00;;;;0.00;;;;0.00
2018-08-26;;;;0.00;;;;0.00;;;;0.00
2018-08-27;;;;0.00;;;;0.00;;;;0.00
2018-08-28;;;;0.00;;;;0.00;;;;0.00
2018-08-29;;;;0.00;;;;0.00;;;;0.00
2018-08-30;;;;0.00;;;;0.00;;;;0.00
2018-08-31;;;;0.00;;;;0.00;;;;0.00
2018-09-01;;;;0.00;;;;0.00;;;;0.00
2018-09-02;;;;0.00;;;;0.00;;;;0.00
2018-09-03;;;;0.00;;;;0.00;;;;0.00
2018-09-04;;;;0.00;;;;0.00;;;;0.00
2018-09-05;;;;0.00;;;;0.00;;;;0.00
2018-09-06;;;;0.00;;;;0.00;;;;0.00
2018-09-07;;;;0.00;;;;0.00;;;;0.00
2018-09-08;;;;0.00;;;;0.00;;;;0.00
2018-09-09;;;;0.00;;;;0.00;;;;0.00
2018-09-10;;;;0.00;;;;0.00;;;;0.00
2018-09-11;;;;0.00;;;;0.00;;;;0.00
2018-09-12;;;;0.00;;;;0.00;;;;0.00
2018-09-13;;;;0.00;;;;0.00;;;;0.00
2018-09-14;;;;0.00;;;;0.00;;;;0.00
2018-09-15;;;;0.00;;;;0.00;;;;0.00
2018-09-16;;;;0.00;;;;0.00;;;;0.00
2018-09-17;;;;0.00;;;;0.00;;;;0.00
2018-09-18;;;;0.00;;;;0.00;;;;0.00
2018-09-19;;;;0.00;;;;0.00;;;;0.00
2018-09-20;;;;0.00;;;;0.00;;;;0.00
2018-09-21;;;;0.00;;;;0.00;;;;0.00
2018-09-22;;;;0.00;;;;0.00;;;;0.00
2018-09-23;;;;0.00;;;;0.00;;;;0.00
2018-09-24;;;;0.00;;;;0.00;;;;0.00
2018-09-25;;;;0.00;;;;0.00;;;;0.00
2018-09-26;;;;0.00;;;;0.00;;;;0.00
2018-09-27;;;;0.00;;;;0.00;;;;0.00
2018-09-28;;;;0.00;;;;0.00;;;;0.00
2018-09-29;;;;0.00;;;;0.00;;;;0.00
2018-09-30;;;;0.00;;;;0.00;;;;0.00
2018-10-01;;;;0.00;;;;0.00;;;;0.00
2018-10-02;;;;0.00;;;;0.00;;;;0.00
2018-10-03;;;;0.00;;;;0.00;;;;0.00
2018-10-04;;;;0.00;;;;0.00;;;;0.00
2018-10-05;;;;0.00;;;;0.00;;;;0.00
2018-10-06;;;;0.00;;;;0.00;;;;0.00
2018-10-07;;;;0.00;;;;0.00;;;;0.00
2018-10-08;0.00;1.32;5.43;58.00;-39.86;320.14;320.14;58.00;0.00;163.35;920.00;58.00
2018-10-09;0.00;1.22;4.67;100.00;0.02;0.02;0.02;100.00;0.00;181.73;1200.00;100.00
2018-10-10;0.00;1.24;5.21;100.00;-41.38;318.63;318.63;100.00;0.00;197.95;1204.00;100.00
2018-10-11;0.00;1.48;5.14;100.00;-65.83;294.17;294.17;100.00;0.00;124.42;727.40;100.00
2018-10-12;0.00;1.74;6.08;100.00;-12.64;347.36;347.36;100.00;0.00;270.92;1160.00;100.00
2018-10-13;0.00;1.79;6.93;100.00;-19.58;340.42;340.42;100.00;0.00;210.67;1542.00;100.00
2018-10-14;0.00;1.74;6.47;100.00;3.43;3.43;3.43;100.00;0.00;320.90;1022.00;100.00
2018-10-15;0.00;1.32;6.30;100.00;-63.85;296.15;296.15;100.00;0.00;144.83;1157.00;100.00
2018-10-16;0.00;1.36;5.51;100.00;-77.53;282.47;282.47;100.00;0.00;150.96;1054.00;100.00
2018-10-17;0.00;1.54;6.64;100.00;-45.13;314.87;314.87;100.00;0.00;247.59;1324.00;100.00
2018-10-18;0.00;1.59;5.70;100.00;0.49;0.49;0.49;100.00;0.00;332.29;1042.00;100.00
2018-10-19;0.00;1.69;6.15;100.00;-28.21;331.80;331.80;100.00;0.00;332.15;1081.00;100.00
2018-10-20;0.00;1.66;5.80;100.00;-0.05;359.95;359.95;100.00;0.00;322.38;1054.00;100.00
2018-10-21;0.00;1.60;6.38;100.00;-50.69;309.31;309.31;100.00;0.00;337.72;1054.00;100.00
2018-10-22;0.00;1.86;7.69;87.00;-117.55;242.45;242.45;87.00;0.00;237.06;1274.00;87.00
2018-10-23;0.00;1.50;6.38;100.00;-78.57;281.43;281.43;100.00;0.00;140.55;924.00;100.00
2018-10-24;0.00;1.58;6.34;100.00;-24.83;335.17;335.17;100.00;0.00;329.79;1051.00;100.00
2018-10-25;0.00;1.56;6.47;100.00;-63.48;296.52;296.52;100.00;0.00;315.12;1196.00;100.00
2018-10-26;0.00;1.54;5.54;100.00;-51.54;308.46;308.46;100.00;0.00;334.04;1045.00;100.00
2018-10-27;0.00;1.44;6.41;100.00;-73.09;286.91;286.91;100.00;0.00;332.86;1058.00;100.00
2018-10-28;0.00;1.48;6.24;100.00;-80.88;279.12;279.12;100.00;0.00;171.38;1589.00;100.00
2018-10-29;0.00;1.18;5.78;100.00;-83.51;276.49;276.49;100.00;0.00;80.09;987.00;100.00
2018-10-30;0.00;1.67;6.89;100.00;-72.65;287.35;287.35;100.00;0.00;232.70;1492.00;100.00
2018-10-31;0.00;1.33;6.05;100.00;-77.47;282.53;282.53;100.00;0.00;319.88;1127.00;100.00
2018-11-01;0.00;1.58;6.61;100.00;-68.91;291.09;291.09;100.00;0.00;303.52;1180.00;100.00
2018-11-02;0.00;1.45;6.52;100.00;-96.57;263.43;263.43;100.00;0.00;329.04;1198.00;100.00
2018-11-03;0.00;1.53;6.55;100.00;-53.37;306.64;306.64;100.00;0.00;290.08;1429.00;100.00
2018-11-04;0.00;1.38;7.07;100.00;-57.57;302.43;302.43;100.00;0.00;264.56;1348.00;100.00
2018-11-05;0.00;1.58;6.28;100.00;-102.63;257.37;257.37;100.00;0.00;344.15;1204.00;100.00
2018-11-06;0.00;1.69;7.79;100.00;-107.29;252.71;252.71;100.00;0.00;196.30;1477.00;100.00
2018-11-07;0.00;1.42;6.59;100.00;-48.88;311.13;311.13;100.00;0.00;139.57;1242.00;100.00
2018-11-08;0.00;1.53;6.81;100.00;-37.90;322.10;322.10;100.00;0.00;152.65;867.00;100.00
2018-11-09;0.00;1.64;8.22;100.00;-59.20;300.80;300.80;100.00;0.00;296.91;1530.00;100.00
2018-11-10;0.00;1.63;6.14;100.00;-87.26;272.74;272.74;100.00;0.00;292.74;1331.00;100.00
2018-11-11;0.00;1.61;6.91;100.00;-51.03;308.97;308.97;100.00;0.00;326.12;1433.00;100.00
2018-11-12;0.00;1.85;7.39;100.00;-64.23;295.78;295.78;100.00;0.00;324.30;1078.00;100.00
2018-11-13;0.00;2.78;8.61;100.00;37.64;37.64;37.64;100.00;0.00;364.30;1101.00;100.00
2018-11-14;0.00;1.68;5.76;100.00;-18.01;341.99;341.99;100.00;0.00;363.15;1089.00;100.00
2018-11-15;0.00;1.93;6.41;100.00;-112.01;247.99;247.99;100.00;0.00;350.22;1070.00;100.00
2018-11-16;0.00;1.80;7.69;100.00;-96.01;263.99;263.99;100.00;0.00;278.17;1435.00;100.00
2018-11-17;0.00;1.67;5.63;100.00;-5.98;354.02;354.02;100.00;0.00;360.90;1082.00;100.00
2018-11-18;0.00;1.53;6.31;100.00;-60.98;299.02;299.02;100.00;0.00;366.28;1098.00;100.00
2018-11-19;0.00;1.76;7.11;100.00;-122.05;237.95;237.95;100.00;0.00;286.03;1462.00;100.00
